"FIPS","mean_premium","median_premium","n_obs","NAME","StateAbb"
"19037",1480,1155,77,"Chickasaw","IA"
"27005",1642,1376,787,"Becker","MN"
"29085",NA,NA,NA,"Hickory","MO"
"27061",1582,1350,1034,"Itasca","MN"
"36037",1154,886,827,"Genesee","NY"
"31143",1827,1586,49,"Polk","NE"
"40097",1889,1666,395,"Mayes","OK"
"46025",NA,NA,NA,"Clark","SD"
"48499",1783,1588,468,"Wood","TX"
"48393",NA,NA,NA,"Roberts","TX"
"54105",NA,NA,NA,"Wirt","WV"
"72061",NA,NA,NA,"Guaynabo",NA
"18095",1294,1116,3226,"Madison","IN"
"01059",1593,1477,200,"Franklin","AL"
"06075",2113,1395,1935,"San Francisco","CA"
"13047",1359,1142,2648,"Catoosa","GA"
"19191",1354,1140,65,"Winneshiek","IA"
"28093",1914,1752,487,"Marshall","MS"
"28087",1672,1450,891,"Lowndes","MS"
"29181",NA,NA,NA,"Ripley","MO"
"36115",1208,965,876,"Washington","NY"
"46027",1480,1396,220,"Clay","SD"
"53071",1208,952,1430,"Walla Walla","WA"
"08087",1947,1764,497,"Morgan","CO"
"17053",1276,1149,115,"Ford","IL"
"19103",1461,1250,1382,"Johnson","IA"
"20015",2121,1896,2238,"Butler","KS"
"21149",1422,1318,67,"McLean","KY"
"22043",828,682,146,"Grant","LA"
"28137",1758,1547,519,"Tate","MS"
"28017",1852,1459,45,"Chickasaw","MS"
"36099",1289,1008,263,"Seneca","NY"
"28029",1953,1832,215,"Copiah","MS"
"42075",1054,828,3390,"Lebanon","PA"
"48353",1866,1634,123,"Nolan","TX"
"51775",1010,765,1568,"Salem","VA"
"54031",1071,938,89,"Hardy","WV"
"01029",1383,1241,147,"Cleburne","AL"
"55077",1301,1025,143,"Marquette","WI"
"35015",2085,1801,1382,"Eddy","NM"
"19069",1346,1196,71,"Franklin","IA"
"28111",1976,1853,86,"Perry","MS"
"21207",1335,1140,121,"Russell","KY"
"24047",1730,1426,2126,"Worcester","MD"
"47081",1406,1268,309,"Hickman","TN"
"48217",1809,1561,397,"Hill","TX"
"42045",1769,1444,18074,"Delaware","PA"
"48129",NA,NA,NA,"Donley","TX"
"51135",1168,1038,276,"Nottoway","VA"
"13055",1417,1213,289,"Chattooga","GA"
"19109",1207,1114,113,"Kossuth","IA"
"27027",1541,1372,1930,"Clay","MN"
"36009",1208,976,538,"Cattaraugus","NY"
"06087",1974,1267,3744,"Santa Cruz","CA"
"24015",1362,1095,4596,"Cecil","MD"
"26021",1699,1449,182,"Berrien","MI"
"28003",2090,1744,236,"Alcorn","MS"
"29145",1559,1394,1390,"Newton","MO"
"48215",1694,1368,8986,"Hidalgo","TX"
"48403",NA,NA,NA,"Sabine","TX"
"01009",1653,1472,1136,"Blount","AL"
"08013",2134,1848,9885,"Boulder","CO"
"13247",1742,1417,3250,"Rockdale","GA"
"17027",1502,1263,375,"Clinton","IL"
"18055",1576,1347,236,"Greene","IN"
"20027",NA,NA,NA,"Clay","KS"
"21073",1391,1166,1074,"Franklin","KY"
"28133",2448,2349,85,"Sunflower","MS"
"31149",NA,NA,NA,"Rock","NE"
"45087",1290,1086,259,"Union","SC"
"47113",1581,1342,2492,"Madison","TN"
"51740",1606,1322,4510,"Portsmouth","VA"
"72101",NA,NA,NA,"Morovis",NA
"51810",1975,1591,24821,"Virginia Beach","VA"
"55049",1415,1088,292,"Iowa","WI"
"17055",1468,1245,235,"Franklin","IL"
"19171",1377,1294,213,"Tama","IA"
"19101",1713,1311,134,"Jefferson","IA"
"20107",NA,NA,NA,"Linn","KS"
"37083",1252,1107,779,"Halifax","NC"
"21155",1366,1204,209,"Marion","KY"
"38069",1291,949,41,"Pierce","ND"
"17187",1352,1123,145,"Warren","IL"
"46123",1402,1200,40,"Tripp","SD"
"72153",NA,NA,NA,"Yauco",NA
"42131",1201,902,378,"Wyoming","PA"
"05021",1400,1260,81,"Clay","AR"
"12047",1622,1327,61,"Hamilton","FL"
"18043",1418,1189,2635,"Floyd","IN"
"26057",2000,1855,281,"Gratiot","MI"
"19137",1505,1336,139,"Montgomery","IA"
"27151",1404,1263,144,"Swift","MN"
"27127",1640,1436,138,"Redwood","MN"
"20023",NA,NA,NA,"Cheyenne","KS"
"21087",1842,1484,46,"Green","KY"
"17041",1303,1010,186,"Douglas","IL"
"17095",1104,936,1017,"Knox","IL"
"51590",958,761,1233,"Danville","VA"
"55065",1264,993,97,"Lafayette","WI"
"48195",NA,NA,NA,"Hansford","TX"
"48437",1527,1158,44,"Swisher","TX"
"08095",2448,2315,48,"Phillips","CO"
"17067",1352,1208,76,"Hancock","IL"
"26101",1712,1550,272,"Manistee","MI"
"30075",NA,NA,NA,"Powder River","MT"
"31127",1627,1417,107,"Nemaha","NE"
"28059",3001,2793,2675,"Jackson","MS"
"48483",NA,NA,NA,"Wheeler","TX"
"46101",1692,1449,82,"Moody","SD"
"45083",1168,986,9067,"Spartanburg","SC"
"04025",1063,843,7302,"Yavapai","AZ"
"13067",1820,1475,31677,"Cobb","GA"
"13043",1500,1202,103,"Candler","GA"
"31075",NA,NA,NA,"Grant","NE"
"19099",1408,1233,865,"Jasper","IA"
"21009",1537,1334,448,"Barren","KY"
"19175",1462,1297,172,"Union","IA"
"26143",1085,922,397,"Roscommon","MI"
"29151",1444,1254,121,"Osage","MO"
"28085",1992,1728,282,"Lincoln","MS"
"39047",1171,1039,264,"Fayette","OH"
"47177",1332,1162,387,"Warren","TN"
"48227",1630,1286,285,"Howard","TX"
"48151",NA,NA,NA,"Fisher","TX"
"72005",NA,NA,NA,"Aguadilla",NA
"48357",1923,1703,80,"Ochiltree","TX"
"17115",1188,1045,2212,"Macon","IL"
"08025",NA,NA,NA,"Crowley","CO"
"19011",1322,1173,588,"Benton","IA"
"19065",1215,1090,117,"Fayette","IA"
"20133",NA,NA,NA,"Neosho","KS"
"27085",1718,1495,1409,"McLeod","MN"
"13021",1457,1202,4829,"Bibb","GA"
"38035",1402,1205,1414,"Grand Forks","ND"
"22001",1989,1724,622,"Acadia","LA"
"17117",1463,1266,381,"Macoupin","IL"
"47173",1378,1267,343,"Union","TN"
"48031",1903,1634,141,"Blanco","TX"
"48331",1464,1153,258,"Milam","TX"
"48067",1715,1425,237,"Cass","TX"
"08103",1125,904,190,"Rio Blanco","CO"
"17111",1646,1282,9591,"McHenry","IL"
"20129",NA,NA,NA,"Morton","KS"
"26139",1283,1106,251,"Ottawa","MI"
"35023",NA,NA,NA,"Hidalgo","NM"
"42085",937,753,1724,"Mercer","PA"
"13161",1618,1397,166,"Jeff Davis","GA"
"01013",1707,1576,188,"Butler","AL"
"05097",1435,1350,71,"Montgomery","AR"
"08014",1990,1761,3027,"Broomfield","CO"
"13269",1600,1423,88,"Taylor","GA"
"18181",1339,1103,505,"White","IN"
"20031",NA,NA,NA,"Coffey","KS"
"29175",1415,1215,259,"Randolph","MO"
"29187",1459,1323,850,"St. Francois","MO"
"27079",1834,1609,1006,"Le Sueur","MN"
"28061",1408,1470,54,"Jasper","MS"
"42043",1016,758,7257,"Dauphin","PA"
"46057",NA,NA,NA,"Hamlin","SD"
"47105",1430,1220,1580,"Loudon","TN"
"48297",2323,1773,95,"Live Oak","TX"
"51680",895,741,2686,"Lynchburg","VA"
"55135",1082,895,566,"Waupaca","WI"
"54095",NA,NA,NA,"Tyler","WV"
"01093",1640,1410,285,"Marion","AL"
"55061",1010,839,235,"Kewaunee","WI"
"18137",1382,1207,311,"Ripley","IN"
"20115",NA,NA,NA,"Marion","KS"
"28101",1800,1619,122,"Newton","MS"
"13249",1716,1641,51,"Schley","GA"
"13201",2382,1837,55,"Miller","GA"
"38009",1642,1537,83,"Bottineau","ND"
"51610",3355,2475,823,"Falls Church","VA"
"48493",1817,1391,1047,"Wilson","TX"
"42097",896,689,1217,"Northumberland","PA"
"13179",1623,1307,2067,"Liberty","GA"
"22071",4596,4086,6181,"Orleans","LA"
"29199",NA,NA,NA,"Scotland","MO"
"31083",1790,1572,34,"Harlan","NE"
"36061",5848,4828,76,"New York","NY"
"37169",1099,927,1345,"Stokes","NC"
"38059",1712,1494,766,"Morton","ND"
"42105",882,674,112,"Potter","PA"
"05147",NA,NA,NA,"Woodruff","AR"
"08089",1723,1576,312,"Otero","CO"
"18131",1388,1259,112,"Pulaski","IN"
"19091",1529,1321,99,"Humboldt","IA"
"21239",1456,1162,817,"Woodford","KY"
"20189",NA,NA,NA,"Stevens","KS"
"29025",1741,1599,99,"Caldwell","MO"
"34013",2376,1831,13161,"Essex","NJ"
"31019",2055,1859,1070,"Buffalo","NE"
"40037",2241,1911,1111,"Creek","OK"
"41003",1093,816,1734,"Benton","OR"
"46073",NA,NA,NA,"Jerauld","SD"
"47015",1586,1438,209,"Cannon","TN"
"48441",1558,1241,3159,"Taylor","TX"
"54093",NA,NA,NA,"Tucker","WV"
"50021",1340,1035,593,"Rutland","VT"
"72151",NA,NA,NA,"Yabucoa",NA
"01033",1492,1336,1281,"Colbert","AL"
"08083",1181,886,779,"Montezuma","CO"
"20097",NA,NA,NA,"Kiowa","KS"
"20209",1733,1533,4256,"Wyandotte","KS"
"21179",1617,1352,721,"Nelson","KY"
"37103",1832,1652,252,"Jones","NC"
"16055",1065,803,6760,"Kootenai","ID"
"47043",1502,1309,1086,"Dickson","TN"
"48155",NA,NA,NA,"Foard","TX"
"27097",1644,1444,747,"Morrison","MN"
"51177",1302,1019,7963,"Spotsylvania","VA"
"37025",1646,1336,7907,"Cabarrus","NC"
"42113",996,727,46,"Sullivan","PA"
"38045",NA,NA,NA,"LaMoure","ND"
"39083",1213,1001,1149,"Knox","OH"
"42117",941,728,257,"Tioga","PA"
"51183",1340,1088,256,"Sussex","VA"
"48179",1757,1554,223,"Gray","TX"
"37071",1233,985,7248,"Gaston","NC"
"31069",NA,NA,NA,"Garden","NE"
"48191",NA,NA,NA,"Hall","TX"
"31023",1498,1462,37,"Butler","NE"
"36111",1696,1269,2419,"Ulster","NY"
"51197",1078,925,422,"Wythe","VA"
"38091",NA,NA,NA,"Steele","ND"
"05085",1644,1450,3100,"Lonoke","AR"
"05075",1347,1192,134,"Lawrence","AR"
"29161",1588,1457,632,"Phelps","MO"
"26071",1320,1063,83,"Iron","MI"
"27099",1421,1226,1441,"Mower","MN"
"36015",1321,1084,912,"Chemung","NY"
"37159",1182,984,3716,"Rowan","NC"
"48243",NA,NA,NA,"Jeff Davis","TX"
"51520",1035,936,349,"Bristol","VA"
"48261",NA,NA,NA,"Kenedy","TX"
"01045",1696,1495,1094,"Dale","AL"
"05101",NA,NA,NA,"Newton","AR"
"13193",1706,1522,78,"Macon","GA"
"31091",NA,NA,NA,"Hooker","NE"
"18143",1561,1370,263,"Scott","IN"
"19121",1598,1330,504,"Madison","IA"
"18079",1254,1132,375,"Jennings","IN"
"20135",NA,NA,NA,"Ness","KS"
"21189",NA,NA,NA,"Owsley","KY"
"19075",1199,1130,172,"Grundy","IA"
"27153",1595,1457,412,"Todd","MN"
"28153",1790,1718,95,"Wayne","MS"
"36123",1166,946,156,"Yates","NY"
"37109",1310,1099,2551,"Lincoln","NC"
"31115",NA,NA,NA,"Loup","NE"
"47119",1307,1107,3027,"Maury","TN"
"48103",1744,1661,35,"Crane","TX"
"48063",1955,1545,113,"Camp","TX"
"51037",1037,879,102,"Charlotte","VA"
"72125",NA,NA,NA,"San Germán",NA
"54015",NA,NA,NA,"Clay","WV"
"18117",1438,1225,136,"Orange","IN"
"19049",1775,1394,3285,"Dallas","IA"
"19167",1305,1088,149,"Sioux","IA"
"12027",2101,1724,356,"DeSoto","FL"
"21201",NA,NA,NA,"Robertson","KY"
"21029",1473,1261,3308,"Bullitt","KY"
"13157",1698,1395,2444,"Jackson","GA"
"16021",1155,962,415,"Boundary","ID"
"31071",NA,NA,NA,"Garfield","NE"
"45089",1725,1513,211,"Williamsburg","SC"
"55123",1304,1063,140,"Vernon","WI"
"45069",1508,1233,135,"Marlboro","SC"
"48111",1882,1862,82,"Dallam","TX"
"51670",1018,842,954,"Hopewell","VA"
"48055",1458,1101,528,"Caldwell","TX"
"41013",1049,813,398,"Crook","OR"
"29043",1573,1374,3049,"Christian","MO"
"27147",1607,1470,1646,"Steele","MN"
"55037",1446,1208,45,"Florence","WI"
"31185",1682,1573,185,"York","NE"
"17101",1562,1453,45,"Lawrence","IL"
"37187",2116,1974,90,"Washington","NC"
"17009",NA,NA,NA,"Brown","IL"
"08007",1399,1109,400,"Archuleta","CO"
"47189",1522,1294,4555,"Wilson","TN"
"46107",NA,NA,NA,"Potter","SD"
"55015",1009,870,868,"Calumet","WI"
"18091",1453,1222,3114,"LaPorte","IN"
"36067",1336,989,7872,"Onondaga","NY"
"19193",1322,1134,2867,"Woodbury","IA"
"49053",933,706,4885,"Washington","UT"
"21063",NA,NA,NA,"Elliott","KY"
"19147",1249,1109,100,"Palo Alto","IA"
"17167",1249,1075,2940,"Sangamon","IL"
"35031",1151,1014,283,"McKinley","NM"
"24013",1345,1081,10653,"Carroll","MD"
"37079",1487,1305,325,"Greene","NC"
"47065",1856,1559,13891,"Hamilton","TN"
"17127",1561,1305,106,"Massac","IL"
"47075",1623,1426,209,"Haywood","TN"
"19003",NA,NA,NA,"Adams","IA"
"54077",1224,1062,360,"Preston","WV"
"17165",1552,1416,135,"Saline","IL"
"17163",1577,1375,6354,"St. Clair","IL"
"19019",1363,1157,162,"Buchanan","IA"
"19023",1445,1207,166,"Butler","IA"
"19033",1225,1053,1011,"Cerro Gordo","IA"
"21095",1397,1233,122,"Harlan","KY"
"19041",1230,1054,117,"Clay","IA"
"42057",946,762,196,"Fulton","PA"
"20037",NA,NA,NA,"Crawford","KS"
"20073",NA,NA,NA,"Greenwood","KS"
"55131",1194,958,2718,"Washington","WI"
"53021",983,795,2418,"Franklin","WA"
"42041",1064,835,8162,"Cumberland","PA"
"29059",1488,1373,245,"Dallas","MO"
"51133",1502,1338,316,"Northumberland","VA"
"21069",1383,1290,46,"Fleming","KY"
"21079",1318,1183,311,"Garrard","KY"
"31013",1986,1855,287,"Box Butte","NE"
"20057",1836,1736,486,"Ford","KS"
"17077",1622,1452,362,"Jackson","IL"
"12001",1464,1164,5560,"Alachua","FL"
"48177",1847,1315,154,"Gonzales","TX"
"18119",1542,1358,271,"Owen","IN"
"72067",NA,NA,NA,"Hormigueros",NA
"17025",1367,1166,36,"Clay","IL"
"18161",1449,1227,44,"Union","IN"
"42077",1205,904,10146,"Lehigh","PA"
"42083",922,812,204,"McKean","PA"
"29125",1619,1446,103,"Maries","MO"
"26039",1404,1294,180,"Crawford","MI"
"27161",1493,1326,617,"Waseca","MN"
"51683",1542,1271,1777,"Manassas","VA"
"31087",NA,NA,NA,"Hitchcock","NE"
"32011",NA,NA,NA,"Eureka","NV"
"36005",2818,2228,3461,"Bronx","NY"
"31085",NA,NA,NA,"Hayes","NE"
"27105",1586,1448,227,"Nobles","MN"
"39023",1078,912,3894,"Clark","OH"
"35013",1135,894,4771,"Doña Ana","NM"
"26161",1689,1353,7242,"Washtenaw","MI"
"31139",1685,1430,78,"Pierce","NE"
"26015",2686,2734,23,"Barry","MI"
"35021",NA,NA,NA,"Harding","NM"
"39065",1244,1083,213,"Hardin","OH"
"05029",1581,1407,307,"Conway","AR"
"01123",1612,1392,680,"Tallapoosa","AL"
"31165",NA,NA,NA,"Sioux","NE"
"55113",1414,1190,120,"Sawyer","WI"
"55125",1302,1107,265,"Vilas","WI"
"55141",1059,894,539,"Wood","WI"
"38093",1415,1208,291,"Stutsman","ND"
"38099",2094,1977,86,"Walsh","ND"
"39129",1371,1117,1065,"Pickaway","OH"
"39131",1371,1176,161,"Pike","OH"
"46017",NA,NA,NA,"Buffalo","SD"
"39057",1301,1075,3862,"Greene","OH"
"39049",1222,984,24289,"Franklin","OH"
"29165",1821,1532,3984,"Platte","MO"
"48049",1841,1434,262,"Brown","TX"
"48135",1661,1245,2276,"Ector","TX"
"48235",NA,NA,NA,"Irion","TX"
"49041",897,750,360,"Sevier","UT"
"51101",1347,1011,947,"King William","VA"
"53055",1495,1166,379,"San Juan","WA"
"13277",1460,1252,744,"Tift","GA"
"56041",1168,954,793,"Uinta","WY"
"28067",1920,1762,495,"Jones","MS"
"13071",1481,1269,580,"Colquitt","GA"
"48435",NA,NA,NA,"Sutton","TX"
"55021",1346,1057,752,"Columbia","WI"
"55127",1336,1075,1680,"Walworth","WI"
"51820",891,745,864,"Waynesboro","VA"
"32029",1037,813,147,"Storey","NV"
"72135",NA,NA,NA,"Toa Alta",NA
"72015",NA,NA,NA,"Arroyo",NA
"72137",NA,NA,NA,"Toa Baja",NA
"72149",NA,NA,NA,"Villalba",NA
"26027",1923,1558,572,"Cass","MI"
"12115",2107,1710,12240,"Sarasota","FL"
"20021",NA,NA,NA,"Cherokee","KS"
"45041",1629,1388,4049,"Florence","SC"
"27017",1594,1410,1169,"Carlton","MN"
"13075",1364,1085,321,"Cook","GA"
"13155",1703,1416,98,"Irwin","GA"
"48065",1602,1389,61,"Carson","TX"
"38027",NA,NA,NA,"Eddy","ND"
"20005",NA,NA,NA,"Atchison","KS"
"51600",2581,2082,1154,"Fairfax","VA"
"51640",811,714,67,"Galax","VA"
"20013",NA,NA,NA,"Brown","KS"
"29205",NA,NA,NA,"Shelby","MO"
"51690",1096,857,346,"Martinsville","VA"
"19001",1590,1340,93,"Adair","IA"
"48221",2066,1605,1205,"Hood","TX"
"12015",2325,2015,5487,"Charlotte","FL"
"13077",1496,1246,6920,"Coweta","GA"
"17011",1331,1101,262,"Bureau","IL"
"39173",1321,1101,2507,"Wood","OH"
"48091",1584,1061,3026,"Comal","TX"
"48133",2067,1693,109,"Eastland","TX"
"48497",2023,1693,1377,"Wise","TX"
"17139",1276,1056,144,"Moultrie","IL"
"17029",1204,1048,369,"Coles","IL"
"19067",1338,1224,90,"Floyd","IA"
"20049",NA,NA,NA,"Elk","KS"
"19081",1327,1116,125,"Hancock","IA"
"26045",1609,1464,605,"Eaton","MI"
"19085",1519,1335,341,"Harrison","IA"
"47159",1480,1322,203,"Smith","TN"
"48117",1773,1569,129,"Deaf Smith","TX"
"26067",1793,1602,840,"Ionia","MI"
"20205",NA,NA,NA,"Wilson","KS"
"20203",NA,NA,NA,"Wichita","KS"
"48125",NA,NA,NA,"Dickens","TX"
"49031",NA,NA,NA,"Piute","UT"
"26081",1400,1143,11255,"Kent","MI"
"37085",1362,1176,5235,"Harnett","NC"
"37183",1440,1205,52296,"Wake","NC"
"26107",NA,NA,NA,"Mecosta","MI"
"27159",1543,1364,170,"Wadena","MN"
"46037",NA,NA,NA,"Day","SD"
"21181",1517,1544,47,"Nicholas","KY"
"26123",1399,1073,532,"Newaygo","MI"
"21197",NA,NA,NA,"Powell","KY"
"47165",1798,1551,6555,"Sumner","TN"
"27051",1546,1377,100,"Grant","MN"
"17049",1244,1138,140,"Effingham","IL"
"17061",1463,1363,36,"Greene","IL"
"21013",1367,1104,68,"Bell","KY"
"27003",1779,1575,18578,"Anoka","MN"
"27015",1478,1232,474,"Brown","MN"
"42001",1038,783,3135,"Adams","PA"
"46013",1649,1388,879,"Brown","SD"
"46083",1721,1449,2404,"Lincoln","SD"
"40093",2307,2139,51,"Major","OK"
"46005",NA,NA,NA,"Beadle","SD"
"21033",1430,1288,105,"Caldwell","KY"
"47017",1380,1163,263,"Carroll","TN"
"46111",NA,NA,NA,"Sanborn","SD"
"42015",1030,791,510,"Bradford","PA"
"37087",1422,1212,1789,"Haywood","NC"
"48017",1870,1713,46,"Bailey","TX"
"46019",NA,NA,NA,"Butte","SD"
"47063",1160,969,1737,"Hamblen","TN"
"48025",1708,1546,198,"Bee","TX"
"46059",NA,NA,NA,"Hand","SD"
"42029",1728,1235,18225,"Chester","PA"
"46099",1470,1272,7566,"Minnehaha","SD"
"49001",803,657,87,"Beaver","UT"
"27073",1536,1421,107,"Lac qui Parle","MN"
"42037",1003,770,782,"Columbia","PA"
"47101",1449,1320,222,"Lewis","TN"
"31033",2055,1840,307,"Cheyenne","NE"
"51003",1313,1031,4380,"Albemarle","VA"
"56003",1094,904,115,"Big Horn","WY"
"55089",1355,1088,1586,"Ozaukee","WI"
"47161",1514,1348,256,"Stewart","TN"
"55099",1104,874,104,"Price","WI"
"45059",1274,1078,1074,"Laurens","SC"
"45063",1322,1102,10611,"Lexington","SC"
"56019",1321,1202,192,"Johnson","WY"
"55119",NA,NA,NA,"Taylor","WI"
"51089",954,801,1210,"Henry","VA"
"44005",2255,1868,1393,"Newport","RI"
"48447",NA,NA,NA,"Throckmorton","TX"
"19107",1300,1183,54,"Keokuk","IA"
"17203",1368,1181,549,"Woodford","IL"
"13187",1627,1371,911,"Lumpkin","GA"
"39161",1117,985,257,"Van Wert","OH"
"12043",2073,1730,143,"Glades","FL"
"12051",2242,2016,342,"Hendry","FL"
"48469",1874,1602,2053,"Victoria","TX"
"48481",2175,1906,420,"Wharton","TX"
"13219",1579,1260,1980,"Oconee","GA"
"13225",1502,1297,756,"Peach","GA"
"13237",1597,1306,528,"Putnam","GA"
"13165",1886,1784,47,"Jenkins","GA"
"48239",1990,1794,124,"Jackson","TX"
"24009",1569,1261,5858,"Calvert","MD"
"13245",1331,1087,6238,"Richmond","GA"
"13283",NA,NA,NA,"Treutlen","GA"
"13273",1680,1436,78,"Terrell","GA"
"13289",1461,1253,86,"Twiggs","GA"
"20077",1996,1818,63,"Harper","KS"
"05025",1450,1442,71,"Cleveland","AR"
"19017",1532,1283,301,"Bremer","IA"
"48219",1918,1641,312,"Hockley","TX"
"17153",NA,NA,NA,"Pulaski","IL"
"39003",1179,990,744,"Allen","OH"
"40107",NA,NA,NA,"Okfuskee","OK"
"27165",1507,1234,160,"Watonwan","MN"
"27149",1579,1400,160,"Stevens","MN"
"39067",1259,1033,135,"Harrison","OH"
"28083",1766,1694,163,"Leflore","MS"
"29039",1580,1446,176,"Cedar","MO"
"31155",1922,1619,500,"Saunders","NE"
"31049",NA,NA,NA,"Deuel","NE"
"27141",1851,1651,4798,"Sherburne","MN"
"48345",NA,NA,NA,"Motley","TX"
"13307",NA,NA,NA,"Webster","GA"
"13311",1538,1339,745,"White","GA"
"41053",1123,866,2478,"Polk","OR"
"13167",1422,1268,39,"Johnson","GA"
"55057",1178,968,232,"Juneau","WI"
"55073",1062,874,1315,"Marathon","WI"
"55053",1413,1077,81,"Jackson","WI"
"72095",NA,NA,NA,"Maunabo",NA
"72009",NA,NA,NA,"Aibonito",NA
"55035",1042,848,1157,"Eau Claire","WI"
"18003",1138,962,12155,"Allen","IN"
"20045",1853,1590,3382,"Douglas","KS"
"18033",1247,1064,974,"DeKalb","IN"
"19087",1413,1051,138,"Henry","IA"
"18011",1703,1427,1906,"Boone","IN"
"18097",1509,1294,20986,"Marion","IN"
"19015",1437,1221,635,"Boone","IA"
"39091",1236,1085,603,"Logan","OH"
"29167",1661,1433,779,"Polk","MO"
"19115",1493,1329,83,"Louisa","IA"
"19173",1550,1504,36,"Taylor","IA"
"39029",1197,1030,1373,"Columbiana","OH"
"20065",NA,NA,NA,"Graham","KS"
"45091",1370,1109,10352,"York","SC"
"55019",1106,929,144,"Clark","WI"
"20123",NA,NA,NA,"Mitchell","KS"
"20157",NA,NA,NA,"Republic","KS"
"20201",NA,NA,NA,"Washington","KS"
"38007",NA,NA,NA,"Billings","ND"
"40149",2303,2002,70,"Washita","OK"
"40101",1794,1537,1000,"Muskogee","OK"
"26035",1539,1290,353,"Clare","MI"
"01027",1553,1424,103,"Clay","AL"
"01037",1835,1510,97,"Coosa","AL"
"37161",1170,964,1559,"Rutherford","NC"
"40039",2315,2116,504,"Custer","OK"
"05135",1311,1239,144,"Sharp","AR"
"37177",NA,NA,NA,"Tyrrell","NC"
"51035",879,691,523,"Carroll","VA"
"19051",1563,1302,85,"Davis","IA"
"01069",1651,1458,3136,"Houston","AL"
"13023",1786,1455,162,"Bleckley","GA"
"20121",2226,1960,1190,"Miami","KS"
"13285",1483,1267,2092,"Troup","GA"
"37131",1407,1158,170,"Northampton","NC"
"08121",NA,NA,NA,"Washington","CO"
"08077",1138,861,6528,"Mesa","CO"
"48309",1244,954,4274,"McLennan","TX"
"39117",1399,1152,487,"Morrow","OH"
"20153",NA,NA,NA,"Rawlins","KS"
"17129",1607,1495,98,"Menard","IL"
"39121",1151,1080,45,"Noble","OH"
"20193",NA,NA,NA,"Thomas","KS"
"16057",1067,811,957,"Latah","ID"
"48367",2241,1840,3790,"Parker","TX"
"39135",1204,1044,694,"Preble","OH"
"13059",1362,1129,3542,"Clarke","GA"
"19143",NA,NA,NA,"Osceola","IA"
"39139",1143,971,2110,"Richland","OH"
"48391",2816,2332,46,"Refugio","TX"
"17181",1634,1296,78,"Union","IL"
"48401",1385,1074,395,"Rusk","TX"
"19181",1567,1285,2022,"Warren","IA"
"19185",1517,1211,29,"Wayne","IA"
"31059",1531,1606,35,"Fillmore","NE"
"48223",1716,1465,285,"Hopkins","TX"
"48423",1583,1253,4194,"Smith","TX"
"48231",1761,1426,1295,"Hunt","TX"
"36105",1445,996,700,"Sullivan","NY"
"48313",1900,1641,89,"Madison","TX"
"51187",1347,1101,2488,"Warren","VA"
"36017",1285,970,489,"Chenango","NY"
"48477",1692,1391,433,"Washington","TX"
"48291",2327,2014,961,"Liberty","TX"
"01103",1484,1281,4379,"Morgan","AL"
"40147",1680,1470,897,"Washington","OK"
"51079",1137,933,970,"Greene","VA"
"42125",1102,847,5183,"Washington","PA"
"01105",NA,NA,NA,"Perry","AL"
"54051",1090,937,384,"Marshall","WV"
