"GEOID","mean_premium","n_obs","NAME"
"31179",1349,93,"Wayne"
"51097",1505,177,"King and Queen"
"21037",2389,1846,"Campbell"
"48069",NA,NA,"Castro"
"24011",1240,1056,"Caroline"
"17123",1257,104,"Marshall"
"47023",1471,257,"Chester"
"27101",1441,116,"Murray"
"18023",1126,299,"Clinton"
"16051",1138,696,"Jefferson"
"18149",1324,217,"Starke"
"22061",1293,789,"Lincoln"
"31135",NA,NA,"Perkins"
"26073",1387,420,"Isabella"
"38003",1461,133,"Barnes"
"05059",1669,427,"Hot Spring"
"37081",1159,18001,"Guilford"
"19077",1428,155,"Guthrie"
"19027",1453,277,"Carroll"
"26085",1655,57,"Lake"
"26117",1552,77,"Montcalm"
"17047",NA,NA,"Edwards"
"40073",2648,150,"Kingfisher"
"47021",1504,1211,"Cheatham"
"46079",1591,175,"Lake"
"45039",1610,217,"Fairfield"
"31037",1442,63,"Colfax"
"56031",1699,162,"Platte"
"39153",1205,11403,"Summit"
"39025",1339,3316,"Clermont"
"13113",1767,4912,"Fayette"
"08091",1436,181,"Ouray"
"27109",1625,5204,"Olmsted"
"13209",1631,82,"Montgomery"
"39037",1054,368,"Darke"
"12067",NA,NA,"Lafayette"
"48021",1676,1166,"Bastrop"
"50019",1653,92,"Orleans"
"19131",1237,63,"Mitchell"
"47115",1419,471,"Marion"
"37089",1245,3535,"Henderson"
"18111",1440,215,"Newton"
"17105",1099,244,"Livingston"
"13035",1410,519,"Butts"
"16081",1132,262,"Teton"
"13015",1443,3413,"Bartow"
"48051",1865,131,"Burleson"
"54009",1179,168,"Brooke"
"28159",1636,54,"Winston"
"72001",NA,NA,"Adjuntas"
"54019",1226,189,"Fayette"
"12045",2756,216,"Gulf"
"53069",1623,71,"Wahkiakum"
"72093",NA,NA,"Maricao"
"21237",NA,NA,"Wolfe"
"26147",1541,3258,"St. Clair"
"31039",1448,153,"Cuming"
"38047",NA,NA,"Logan"
"37179",2151,9711,"Union"
"38079",NA,NA,"Rolette"
"13261",1522,402,"Sumter"
"29091",1400,415,"Howell"
"48033",NA,NA,"Borden"
"22083",1302,168,"Richland"
"48207",NA,NA,"Haskell"
"72071",NA,NA,"Isabela"
"37063",1286,11720,"Durham"
"55087",1014,2988,"Outagamie"
"48489",2738,60,"Willacy"
"24029",1723,654,"Kent"
"28139",1539,66,"Tippah"
"45025",1349,235,"Chesterfield"
"19179",1136,600,"Wapello"
"29051",1334,955,"Cole"
"53043",1204,152,"Lincoln"
"48379",2002,69,"Rains"
"40057",NA,NA,"Harmon"
"17005",1715,124,"Bond"
"01111",1742,188,"Randolph"
"13019",1535,222,"Berrien"
"48045",NA,NA,"Briscoe"
"20039",NA,NA,"Decatur"
"55105",1110,1760,"Rock"
"31183",NA,NA,"Wheeler"
"48193",2044,47,"Hamilton"
"20083",NA,NA,"Hodgeman"
"48233",1828,217,"Hutchinson"
"29081",1229,49,"Harrison"
"21035",1848,527,"Calloway"
"20173",2089,15776,"Sedgwick"
"27113",1231,318,"Pennington"
"28013",2155,29,"Calhoun"
"72103",NA,NA,"Naguabo"
"20175",2346,285,"Seward"
"56011",NA,NA,"Crook"
"13143",1814,638,"Haralson"
"48389",NA,NA,"Reeves"
"17051",1244,36,"Fayette"
"31079",1593,1196,"Hall"
"40043",NA,NA,"Dewey"
"72131",NA,NA,"San Sebastián"
"13149",1261,204,"Heard"
"18177",1116,661,"Wayne"
"31095",1372,64,"Jefferson"
"54029",1097,268,"Hancock"
"31017",NA,NA,"Brown"
"20009",2026,130,"Barton"
"22073",1339,3009,"Ouachita"
"48089",1878,176,"Colorado"
"19139",1209,634,"Muscatine"
"31159",1455,334,"Seward"
"18107",1246,804,"Montgomery"
"18025",1364,76,"Crawford"
"05045",1684,3598,"Faulkner"
"18157",1086,2768,"Tippecanoe"
"39021",1308,581,"Champaign"
"48165",2128,142,"Gaines"
"39081",1198,548,"Jefferson"
"48269",NA,NA,"King"
"39043",1253,1194,"Erie"
"17019",1194,2382,"Champaign"
"35019",NA,NA,"Guadalupe"
"40125",2274,768,"Pottawatomie"
"20155",1672,1172,"Reno"
"13011",1385,278,"Banks"
"48421",NA,NA,"Sherman"
"27091",1422,319,"Martin"
"06077",1312,17378,"San Joaquin"
"19123",1219,249,"Mahaska"
"38041",NA,NA,"Hettinger"
"51770",884,3804,"Roanoke"
"36101",1678,541,"Steuben"
"72007",NA,NA,"Aguas Buenas"
"18047",1324,180,"Franklin"
"40105",1694,21,"Nowata"
"05053",1612,324,"Grant"
"18053",1038,634,"Grant"
"13213",1276,617,"Murray"
"46007",NA,NA,"Bennett"
"17125",1429,80,"Mason"
"27033",1331,127,"Cottonwood"
"48279",1505,56,"Lamb"
"19153",1275,17186,"Polk"
"53049",1213,306,"Pacific"
"51111",1140,140,"Lunenburg"
"47003",1293,778,"Bedford"
"17119",1315,5037,"Madison"
"06001",1786,14793,"Alameda"
"06073",1557,44972,"San Diego"
"18151",1276,727,"Steuben"
"18167",1204,1495,"Vigo"
"20125",NA,NA,"Montgomery"
"21055",1598,60,"Crittenden"
"26141",1323,106,"Presque Isle"
"27119",1380,458,"Polk"
"29209",1720,601,"Stone"
"28103",NA,NA,"Noxubee"
"31133",NA,NA,"Pawnee"
"34029",2029,18163,"Ocean"
"36055",1398,12701,"Monroe"
"35007",1760,105,"Colfax"
"37117",1669,349,"Martin"
"37015",1562,84,"Bertie"
"37009",1332,365,"Ashe"
"45003",1493,4659,"Aiken"
"38013",NA,NA,"Burke"
"48321",2644,315,"Matagorda"
"48057",2247,214,"Calhoun"
"01047",1816,341,"Dallas"
"17083",1366,201,"Jersey"
"48095",NA,NA,"Concho"
"20061",1655,1020,"Geary"
"23001",1049,1675,"Androscoggin"
"41069",NA,NA,"Wheeler"
"47001",1382,1772,"Anderson"
"29107",1568,709,"Lafayette"
"06003",NA,NA,"Alpine"
"29137",1269,24,"Monroe"
"39089",1319,2893,"Licking"
"05065",1370,58,"Izard"
"51790",948,1005,"Staunton"
"21109",NA,NA,"Jackson"
"20035",NA,NA,"Cowley"
"37105",1356,2223,"Lee"
"37165",1656,507,"Scotland"
"46011",1648,591,"Brookings"
"46097",NA,NA,"Miner"
"51540",1244,1405,"Charlottesville"
"47171",988,227,"Unicoi"
"55117",929,1937,"Sheboygan"
"53003",1011,511,"Asotin"
"17199",1553,551,"Williamson"
"39077",1242,911,"Huron"
"48285",1719,124,"Lavaca"
"31001",1476,656,"Adams"
"27121",1514,246,"Pope"
"55085",1158,512,"Oneida"
"39115",1468,57,"Morgan"
"13065",1760,39,"Clinch"
"26025",NA,NA,"Calhoun"
"37127",1602,2648,"Nash"
"18035",1149,1865,"Delaware"
"13009",1484,715,"Baldwin"
"20113",NA,NA,"McPherson"
"48361",1860,1009,"Orange"
"48399",1505,79,"Runnels"
"36035",1565,618,"Fulton"
"40121",2007,506,"Pittsburg"
"39053",1682,125,"Gallia"
"01075",1466,56,"Lamar"
"29211",NA,NA,"Sullivan"
"12091",2272,7912,"Okaloosa"
"28023",1977,123,"Clarke"
"27111",1585,1233,"Otter Tail"
"05009",1676,552,"Boone"
"55039",1051,852,"Fond du Lac"
"72091",NA,NA,"Manatí"
"18057",1657,8864,"Hamilton"
"20195",NA,NA,"Trego"
"13197",1588,82,"Marion"
"36109",2400,398,"Tompkins"
"48495",NA,NA,"Winkler"
"29213",1619,890,"Taney"
"55071",945,919,"Manitowoc"
"29141",1483,157,"Morgan"
"21115",1727,124,"Johnson"
"29097",1432,3218,"Jasper"
"17135",1312,123,"Montgomery"
"51103",2028,308,"Lancaster"
"51043",1653,836,"Clarke"
"42005",836,716,"Armstrong"
"46039",NA,NA,"Deuel"
"17109",1203,197,"McDonough"
"13053",1372,44,"Chattahoochee"
"55078",NA,NA,"Menominee"
"28077",2728,51,"Lawrence"
"22003",1274,93,"Allen"
"46035",1483,428,"Davison"
"31117",NA,NA,"McPherson"
"01113",1438,1979,"Russell"
"04023",1054,1115,"Santa Cruz"
"05017",1947,63,"Chicot"
"12061",2297,4531,"Indian River"
"16069",938,1125,"Nez Perce"
"19059",1425,119,"Dickinson"
"20099",NA,NA,"Labette"
"22115",1007,606,"Vernon"
"22085",1153,92,"Sabine"
"24005",1405,28857,"Baltimore"
"24003",1559,25386,"Anne Arundel"
"27025",2053,2361,"Chisago"
"28075",1818,943,"Lauderdale"
"28149",1901,513,"Warren"
"30041",1417,463,"Hill"
"29217",1377,219,"Vernon"
"29047",1617,9603,"Clay"
"36081",2268,16827,"Queens"
"48501",1680,73,"Yoakum"
"06009",1494,1069,"Calaveras"
"13171",1670,259,"Lamar"
"47185",1298,213,"White"
"20141",NA,NA,"Osborne"
"48145",1483,102,"Falls"
"24023",1306,505,"Garrett"
"18175",1354,368,"Washington"
"31101",1937,77,"Keith"
"72127",NA,NA,"San Juan"
"17035",1260,23,"Cumberland"
"28057",1837,126,"Itawamba"
"20053",NA,NA,"Ellsworth"
"29089",1590,64,"Howard"
"48369",2060,56,"Parmer"
"27067",1516,838,"Kandiyohi"
"20119",NA,NA,"Meade"
"29023",2107,285,"Butler"
"39103",1229,4232,"Medina"
"40003",NA,NA,"Alfalfa"
"12093",1953,413,"Okeechobee"
"28131",2053,131,"Stone"
"18031",1296,245,"Decatur"
"21235",1431,104,"Whitley"
"32033",901,77,"White Pine"
"35059",1395,38,"Union"
"39079",1276,182,"Jackson"
"40071",2050,617,"Kay"
"39143",1243,741,"Sandusky"
"41001",903,319,"Baker"
"01125",1637,4071,"Tuscaloosa"
"01035",1855,40,"Conecuh"
"01095",1668,1556,"Marshall"
"04021",993,8260,"Pinal"
"06089",1229,4053,"Shasta"
"13141",1710,61,"Hancock"
"13223",1537,6532,"Paulding"
"17147",1253,195,"Piatt"
"17103",1199,221,"Lee"
"02068",NA,NA,"Denali"
"06013",1773,18531,"Contra Costa"
"12019",1514,6444,"Clay"
"13243",NA,NA,"Randolph"
"18081",1430,4204,"Johnson"
"20207",NA,NA,"Woodson"
"20165",NA,NA,"Rush"
"21229",1320,168,"Washington"
"22055",2394,5854,"Lafayette"
"26113",1350,62,"Missaukee"
"27171",1874,6486,"Wright"
"28073",2276,1262,"Lamar"
"29229",NA,NA,"Wright"
"30103",NA,NA,"Treasure"
"31093",1754,73,"Howard"
"31041",1578,83,"Custer"
"21193",NA,NA,"Perry"
"37041",1991,310,"Chowan"
"31141",1462,364,"Platte"
"39031",1232,179,"Coshocton"
"42069",1111,3173,"Lackawanna"
"46093",1826,890,"Meade"
"51047",1347,2454,"Culpeper"
"47041",1415,154,"DeKalb"
"48335",1749,40,"Mitchell"
"48043",2167,127,"Brewster"
"51085",1262,6777,"Hanover"
"54101",NA,NA,"Webster"
"51570",1079,991,"Colonial Heights"
"51195",1199,301,"Wise"
"72073",NA,NA,"Jayuya"
"72029",NA,NA,"Canóvanas"
"55093",1486,465,"Pierce"
"56025",1399,2883,"Natrona"
"53019",1329,55,"Ferry"
"33017",1648,2381,"Strafford"
"26165",NA,NA,"Wexford"
"36097",1631,85,"Schuyler"
"12063",1638,418,"Jackson"
"39071",1183,242,"Highland"
"36079",1953,2013,"Putnam"
"40115",1747,231,"Ottawa"
"39085",1135,4987,"Lake"
"41021",859,30,"Gilliam"
"51027",NA,NA,"Buchanan"
"47029",1354,286,"Cocke"
"01043",1613,1428,"Cullman"
"02016",NA,NA,"Aleutians West"
"12071",2493,15751,"Lee"
"12069",1673,8038,"Lake"
"13305",1489,546,"Wayne"
"17017",1145,29,"Cass"
"18071",1222,720,"Jackson"
"19169",1347,1967,"Story"
"21137",1334,268,"Lincoln"
"21167",1532,317,"Mercer"
"19105",1461,240,"Jones"
"19135",1383,73,"Monroe"
"29029",1843,741,"Camden"
"28031",2056,70,"Covington"
"21097",1228,175,"Harrison"
"29083",1490,291,"Henry"
"30037",NA,NA,"Golden Valley"
"31051",1599,39,"Dixon"
"30049",1387,2574,"Lewis and Clark"
"21127",1474,54,"Lawrence"
"40145",2153,1609,"Wagoner"
"42079",1079,4980,"Luzerne"
"48275",NA,NA,"Knox"
"51059",1886,46171,"Fairfax"
"51157",1492,407,"Rappahannock"
"51075",1610,1412,"Goochland"
"51191",1176,875,"Washington"
"54037",1325,2263,"Jefferson"
"72047",NA,NA,"Corozal"
"01003",2604,4676,"Baldwin"
"51115",2282,268,"Mathews"
"55097",952,512,"Portage"
"54087",1280,68,"Roane"
"06049",1033,72,"Modoc"
"36121",1144,420,"Wyoming"
"19125",1339,911,"Marion"
"26033",1271,245,"Chippewa"
"20041",1758,232,"Dickinson"
"39167",1275,574,"Washington"
"28125",NA,NA,"Sharkey"
"31163",NA,NA,"Sherman"
"31009",NA,NA,"Blaine"
"31129",NA,NA,"Nuckolls"
"05083",1496,175,"Logan"
"42017",1743,19092,"Bucks"
"46009",NA,NA,"Bon Homme"
"46103",1648,3607,"Pennington"
"48175",2164,55,"Goliad"
"18153",1299,119,"Sullivan"
"21101",1851,626,"Henderson"
"48251",1931,3620,"Johnson"
"40087",2709,669,"McClain"
"48463",1510,139,"Uvalde"
"06095",1385,11244,"Solano"
"31145",1636,129,"Red Willow"
"22107",NA,NA,"Tensas"
"31007",NA,NA,"Banner"
"32017",963,46,"Lincoln"
"51167",1098,172,"Russell"
"47131",1488,434,"Obion"
"55027",1042,980,"Dodge"
"72111",NA,NA,"Peñuelas"
"72031",NA,NA,"Carolina"
"48249",2327,421,"Jim Wells"
"48445",1939,100,"Terry"
"27031",1787,88,"Cook"
"48337",1977,239,"Montague"
"05007",1600,5567,"Benton"
"06065",1457,51012,"Riverside"
"06041",2442,1864,"Marin"
"13191",1874,141,"McIntosh"
"13027",1796,179,"Brooks"
"17023",1336,70,"Clark"
"18083",1413,445,"Knox"
"18171",1357,74,"Warren"
"21213",1465,277,"Simpson"
"22037",1994,244,"East Feliciana"
"23017",1266,537,"Oxford"
"26053",NA,NA,"Gogebic"
"28141",1481,106,"Tishomingo"
"32003",1077,47955,"Clark"
"29003",1363,302,"Andrew"
"38095",NA,NA,"Towner"
"38087",NA,NA,"Slope"
"17169",NA,NA,"Schuyler"
"18093",1368,500,"Lawrence"
"20003",NA,NA,"Anderson"
"20127",NA,NA,"Morris"
"21049",1394,839,"Clark"
"23009",1225,499,"Hancock"
"22051",3331,9904,"Jefferson"
"27029",1455,101,"Clearwater"
"28089",1922,2482,"Madison"
"28105",1859,320,"Oktibbeha"
"22075",3976,290,"Plaquemines"
"37193",1130,960,"Wilkes"
"35001",1189,18845,"Bernalillo"
"27095",1661,715,"Mille Lacs"
"21161",1123,106,"Mason"
"28161",1713,42,"Yalobusha"
"28163",2059,132,"Yazoo"
"39027",1237,403,"Clinton"
"41071",1059,2508,"Yamhill"
"47175",1417,29,"Van Buren"
"48293",1595,157,"Limestone"
"48289",1854,66,"Leon"
"51061",1607,4074,"Fauquier"
"48329",1892,3381,"Midland"
"48241",1967,195,"Jasper"
"72075",NA,NA,"Juana Díaz"
"55079",1104,13717,"Milwaukee"
"72087",NA,NA,"Loíza"
"01039",1764,517,"Covington"
"55075",1015,312,"Marinette"
"56039",2124,325,"Teton"
"26055",2264,291,"Grand Traverse"
"20047",NA,NA,"Edwards"
"38043",NA,NA,"Kidder"
"13083",1703,355,"Dade"
"13317",1750,74,"Wilkes"
"30071",1602,63,"Phillips"
"38023",NA,NA,"Divide"
"22041",1355,115,"Franklin"
"17161",1105,2546,"Rock Island"
"51109",1339,1683,"Louisa"
"46065",NA,NA,"Hughes"
"72145",NA,NA,"Vega Baja"
"48161",1781,147,"Freestone"
"72011",NA,NA,"Añasco"
"40047",2125,1034,"Garfield"
"04017",1173,1187,"Navajo"
"09005",1806,3749,"Litchfield"
"16075",967,466,"Payette"
"16049",1273,299,"Idaho"
"19053",1697,49,"Decatur"
"20033",NA,NA,"Comanche"
"22077",1884,189,"Pointe Coupee"
"22011",1149,651,"Beauregard"
"26151",1330,365,"Sanilac"
"27037",1961,18246,"Dakota"
"29147",1323,237,"Nodaway"
"13173",1423,153,"Lanier"
"29087",1989,34,"Holt"
"30101",1120,98,"Toole"
"22125",1940,175,"West Feliciana"
"30091",1579,33,"Sheridan"
"40075",2217,38,"Kiowa"
"54081",1215,762,"Raleigh"
"55091",NA,NA,"Pepin"
"56033",1462,524,"Sheridan"
"48115",1930,59,"Dawson"
"40135",1776,271,"Sequoyah"
"04019",1022,32441,"Pima"
"05081",1541,86,"Little River"
"08009",NA,NA,"Baca"
"13233",1465,812,"Polk"
"13251",1491,235,"Screven"
"13105",1362,244,"Elbert"
"17013",NA,NA,"Calhoun"
"17003",NA,NA,"Alexander"
"18141",1105,4747,"St. Joseph"
"19061",1263,1274,"Dubuque"
"12053",1747,4833,"Hernando"
"12057",2489,33237,"Hillsborough"
"21041",1392,83,"Carroll"
"22017",1603,5329,"Caddo"
"26163",1503,27682,"Wayne"
"26009",1506,248,"Antrim"
"28157",NA,NA,"Wilkinson"
"30083",1722,144,"Richland"
"12037",3396,160,"Franklin"
"21005",1464,473,"Anderson"
"29103",NA,NA,"Knox"
"38017",1502,4045,"Cass"
"21105",NA,NA,"Hickman"
"29163",1567,111,"Pike"
"40139",1954,135,"Texas"
"21051",NA,NA,"Clay"
"38085",NA,NA,"Sioux"
"17085",1263,156,"Jo Daviess"
"45021",1240,712,"Cherokee"
"53063",994,15505,"Spokane"
"54053",1202,138,"Mason"
"47031",1443,868,"Coffee"
"48141",1460,15490,"El Paso"
"49051",1173,932,"Wasatch"
"04011",NA,NA,"Greenlee"
"06059",1692,29346,"Orange"
"06035",1289,427,"Lassen"
"09009",1896,16989,"New Haven"
"16041",1004,286,"Franklin"
"37055",3669,1873,"Dare"
"38053",1856,51,"McKenzie"
"36031",1523,384,"Essex"
"41037",1162,55,"Lake"
"45053",1894,380,"Jasper"
"46053",NA,NA,"Gregory"
"01101",1469,6230,"Montgomery"
"02110",1480,1268,"Juneau"
"02290",NA,NA,"Yukon-Koyukuk"
"06019",1187,23665,"Fresno"
"12095",1883,31367,"Orange"
"13231",1567,441,"Pike"
"13217",1484,3655,"Newton"
"30003",1510,56,"Big Horn"
"31161",NA,NA,"Sheridan"
"31181",NA,NA,"Webster"
"36073",1028,517,"Orleans"
"37031",3005,2607,"Carteret"
"39105",1358,66,"Meigs"
"13319",1500,91,"Wilkinson"
"48295",NA,NA,"Lipscomb"
"41057",1149,475,"Tillamook"
"47103",1484,529,"Lincoln"
"47051",1573,527,"Franklin"
"55109",1475,2002,"St. Croix"
"01065",1865,81,"Hale"
"02198",NA,NA,"Prince of Wales-Hyder"
"02220",NA,NA,"Sitka"
"08015",1223,474,"Chaffee"
"12049",2001,150,"Hardee"
"13121",2461,26942,"Fulton"
"13235",1638,139,"Pulaski"
"13227",1528,868,"Pickens"
"13097",1482,5046,"Douglas"
"16015",1277,202,"Boise"
"19197",1456,116,"Wright"
"19073",1228,122,"Greene"
"18045",1342,155,"Fountain"
"18037",1354,937,"Dubois"
"21199",1460,718,"Pulaski"
"19055",1481,93,"Delaware"
"21089",1564,304,"Greenup"
"24027",1848,12883,"Howard"
"22121",1446,541,"West Baton Rouge"
"31175",NA,NA,"Valley"
"31011",NA,NA,"Boone"
"31109",1450,10304,"Lancaster"
"35027",1543,315,"Lincoln"
"42019",1078,4504,"Butler"
"45023",1270,329,"Chester"
"47005",1488,151,"Benton"
"48201",2173,60554,"Harris"
"48209",1899,4324,"Hays"
"48287",1712,115,"Lee"
"48429",2048,24,"Stephens"
"48005",1669,686,"Angelina"
"48073",1923,392,"Cherokee"
"51033",1367,1365,"Caroline"
"72049",NA,NA,"Culebra"
"53017",1134,952,"Douglas"
"18013",1879,332,"Brown"
"19039",1365,101,"Clarke"
"39073",1389,242,"Hocking"
"12003",1490,411,"Baker"
"19071",1426,118,"Fremont"
"12075",1879,430,"Levy"
"39013",1236,695,"Belmont"
"19031",1261,305,"Cedar"
"37153",1396,722,"Richmond"
"12127",1818,15430,"Volusia"
"37069",1356,1913,"Franklin"
"13279",1712,405,"Toombs"
"29159",1423,692,"Pettis"
"21091",1368,61,"Hancock"
"21001",1577,91,"Adair"
"30059",NA,NA,"Meagher"
"36051",1161,441,"Livingston"
"51036",1508,245,"Charles City"
"45061",1615,139,"Lee"
"45017",1407,204,"Calhoun"
"48171",2547,279,"Gillespie"
"48349",1766,520,"Navarro"
"48347",1569,337,"Nacogdoches"
"48255",1708,34,"Karnes"
"49045",989,2065,"Tooele"
"49025",869,65,"Kane"
"51730",1173,914,"Petersburg"
"54107",1077,1299,"Wood"
"53001",1090,152,"Adams"
"54045",1562,52,"Logan"
"17099",1306,1064,"LaSalle"
"18041",1215,166,"Fayette"
"36049",1470,124,"Lewis"
"39163",1786,47,"Vinton"
"20151",NA,NA,"Pratt"
"20069",NA,NA,"Gray"
"28117",1672,149,"Prentiss"
"28115",1777,249,"Pontotoc"
"28025",2460,101,"Clay"
"29207",1469,211,"Stoddard"
"29001",1242,137,"Adair"
"37099",1315,514,"Jackson"
"21057",NA,NA,"Cumberland"
"21217",1553,154,"Taylor"
"30035",1150,91,"Glacier"
"16001",997,12483,"Ada"
"31113",NA,NA,"Logan"
"44001",2509,897,"Bristol"
"23013",1479,339,"Knox"
"25027",1618,14668,"Worcester"
"26011",1258,104,"Arenac"
"29155",NA,NA,"Pemiscot"
"31021",1679,102,"Burt"
"33019",1558,438,"Sullivan"
"35025",2093,928,"Lea"
"37149",1485,437,"Polk"
"37053",2895,1482,"Currituck"
"39035",1303,21622,"Cuyahoga"
"42071",968,12155,"Lancaster"
"37141",2587,1819,"Pender"
"48427",1889,190,"Starr"
"41059",981,1196,"Umatilla"
"42095",1274,8073,"Northampton"
"54073",1096,48,"Pleasants"
"45051",2153,8154,"Horry"
"02130",1662,258,"Ketchikan Gateway"
"05087",1690,138,"Madison"
"06029",1178,19637,"Kern"
"12083",1387,7764,"Marion"
"17039",1169,152,"De Witt"
"28007",1659,88,"Attala"
"21121",1515,184,"Knox"
"21113",1710,1211,"Jessamine"
"22093",1944,236,"St. James"
"22095",2328,1027,"St. John the Baptist"
"23019",1166,1709,"Penobscot"
"28097",NA,NA,"Montgomery"
"31053",1672,691,"Dodge"
"29219",1713,701,"Warren"
"35061",1719,1685,"Valencia"
"37167",1167,774,"Stanly"
"38061",1679,43,"Mountrail"
"31089",1352,84,"Holt"
"39151",1064,7467,"Stark"
"42119",1094,390,"Union"
"42065",761,274,"Jefferson"
"45067",1608,184,"Marion"
"47141",1275,1296,"Putnam"
"48113",1758,40218,"Dallas"
"48491",1836,15057,"Williamson"
"17137",1344,125,"Morgan"
"18101",1383,161,"Martin"
"29057",NA,NA,"Dade"
"18113",1213,670,"Noble"
"20095",2464,22,"Kingman"
"21129",NA,NA,"Lee"
"20043",NA,NA,"Doniphan"
"28151",1939,341,"Washington"
"21103",1807,235,"Henry"
"29215",1628,106,"Texas"
"35051",1030,65,"Sierra"
"30033",NA,NA,"Garfield"
"39141",1024,427,"Ross"
"35028",1341,299,"Los Alamos"
"40123",2286,494,"Pontotoc"
"45075",1650,987,"Orangeburg"
"46067",NA,NA,"Hutchinson"
"47149",1415,10145,"Rutherford"
"51173",942,396,"Smyth"
"48131",NA,NA,"Duval"
"48465",1188,452,"Val Verde"
"49013",1264,213,"Duchesne"
"49023",803,202,"Juab"
"55111",1153,679,"Sauk"
"72035",NA,NA,"Cayey"
"01079",1673,596,"Lawrence"
"01085",2021,64,"Lowndes"
"51091",1185,35,"Highland"
"53041",1279,1569,"Lewis"
"18103",1137,385,"Miami"
"18159",1328,169,"Tipton"
"18139",1330,354,"Rush"
"48039",2557,7098,"Brazoria"
"48245",2265,3584,"Jefferson"
"06105",1613,133,"Trinity"
"08027",2068,120,"Custer"
"13079",1835,236,"Crawford"
"16023",1021,29,"Butte"
"16085",1248,284,"Valley"
"33013",1687,2758,"Merrimack"
"28071",2747,483,"Lafayette"
"20145",NA,NA,"Pawnee"
"20029",2338,62,"Cloud"
"20111",1517,522,"Lyon"
"21169",1297,30,"Metcalfe"
"29139",1719,85,"Montgomery"
"22059",857,46,"LaSalle"
"29077",1379,8650,"Greene"
"53061",1382,21322,"Snohomish"
"51149",1247,1376,"Prince George"
"55107",1106,67,"Rusk"
"55031",1180,726,"Douglas"
"54013",NA,NA,"Calhoun"
"56007",1297,398,"Carbon"
"34033",1931,1367,"Salem"
"08061",NA,NA,"Kiowa"
"26089",2476,29,"Leelanau"
"27117",1391,64,"Pipestone"
"39039",1145,177,"Defiance"
"37191",1446,4281,"Wayne"
"21157",1788,351,"Marshall"
"21177",1705,271,"Muhlenberg"
"40053",NA,NA,"Grant"
"13175",1688,891,"Laurens"
"21203",1540,25,"Rockcastle"
"51750",924,417,"Radford"
"46105",NA,NA,"Perkins"
"41023",NA,NA,"Grant"
"13177",1537,1387,"Lee"
"29113",1620,1270,"Lincoln"
"01049",1698,537,"DeKalb"
"05015",1687,318,"Carroll"
"05041",1464,66,"Desha"
"08017",NA,NA,"Cheyenne"
"12085",2867,3419,"Martin"
"12031",1573,25291,"Duval"
"48455",1669,69,"Trinity"
"48373",1843,277,"Polk"
"55139",1051,2715,"Winnebago"
"72027",NA,NA,"Camuy"
"48077",1675,146,"Clay"
"55133",1124,7902,"Waukesha"
"51650",1671,6396,"Hampton"
"55047",944,73,"Green Lake"
"53011",1113,12263,"Clark"
"26155",1545,1014,"Shiawassee"
"08023",NA,NA,"Costilla"
"27081",1660,40,"Lincoln"
"37119",1335,34567,"Mecklenburg"
"27035",1695,1600,"Crow Wing"
"28127",1869,140,"Simpson"
"13007",NA,NA,"Baker"
"21003",1710,152,"Allen"
"21039",NA,NA,"Carlisle"
"29045",NA,NA,"Clark"
"22009",1255,263,"Avoyelles"
"31077",NA,NA,"Greeley"
"23025",1202,215,"Somerset"
"05125",1593,3596,"Saline"
"44007",1546,6978,"Providence"
"48163",1877,41,"Frio"
"20181",NA,NA,"Sherman"
"01023",1760,33,"Choctaw"
"42049",935,3617,"Erie"
"51620",1354,167,"Franklin"
"01097",2167,9774,"Mobile"
"04005",1179,2718,"Coconino"
"06111",1568,11990,"Ventura"
"08081",1168,507,"Moffat"
"11001",1930,12154,"District of Columbia"
"17059",NA,NA,"Gallatin"
"22031",1114,302,"De Soto"
"23027",1318,394,"Waldo"
"24031",1479,39435,"Montgomery"
"25003",1255,912,"Berkshire"
"27167",1675,94,"Wilkin"
"29005",NA,NA,"Atchison"
"31131",1533,407,"Otoe"
"33003",1463,754,"Carroll"
"34011",1532,2697,"Cumberland"
"30057",1467,170,"Madison"
"34005",1811,13138,"Burlington"
"36103",2944,40782,"Suffolk"
"01121",1693,980,"Talladega"
"46127",1727,397,"Union"
"51013",1734,6440,"Arlington"
"53029",1191,2499,"Island"
"46023",NA,NA,"Charles Mix"
"02230",NA,NA,"Skagway"
"31081",1629,117,"Hamilton"
"17143",1120,3084,"Peoria"
"17113",1142,4436,"McLean"
"20171",NA,NA,"Scott"
"20059",1733,617,"Franklin"
"34017",2111,2851,"Hudson"
"21143",1869,88,"Lyon"
"21233",1792,51,"Webster"
"21209",1424,1446,"Scott"
"21185",2185,2468,"Oldham"
"21077",1561,106,"Gallatin"
"26125",1813,30761,"Oakland"
"28065",1811,32,"Jefferson Davis"
"21111",1652,22857,"Jefferson"
"22013",1213,54,"Bienville"
"30013",1314,3223,"Cascade"
"35047",1481,119,"San Miguel"
"37151",1063,3408,"Randolph"
"31099",1721,130,"Kearney"
"40063",1592,31,"Hughes"
"42099",982,738,"Perry"
"42011",1087,9279,"Berks"
"45015",1907,5518,"Berkeley"
"51107",1785,17536,"Loudoun"
"48149",1780,175,"Fayette"
"48081",NA,NA,"Coke"
"48299",1567,239,"Llano"
"48363",2360,220,"Palo Pinto"
"49055",NA,NA,"Wayne"
"31045",1775,124,"Dawes"
"42063",993,618,"Indiana"
