"FIPS","mean_premium","median_premium","n_obs","NAME","StateAbb"
"21215",2158,1829,679,"Spencer","KY"
"19037",1655,1225,63,"Chickasaw","IA"
"27005",2203,1897,636,"Becker","MN"
"29085",NA,NA,NA,"Hickory","MO"
"27061",1913,1673,853,"Itasca","MN"
"36037",1262,986,665,"Genesee","NY"
"31143",2489,2390,47,"Polk","NE"
"40097",2367,2025,494,"Mayes","OK"
"46025",NA,NA,NA,"Clark","SD"
"48499",2010,1677,471,"Wood","TX"
"48393",NA,NA,NA,"Roberts","TX"
"54105",NA,NA,NA,"Wirt","WV"
"72061",NA,NA,NA,"Guaynabo",NA
"18095",1558,1355,2274,"Madison","IN"
"01059",1894,1758,236,"Franklin","AL"
"06075",2890,1731,1686,"San Francisco","CA"
"13047",1643,1455,1953,"Catoosa","GA"
"19191",1786,1595,71,"Winneshiek","IA"
"28093",2534,2204,536,"Marshall","MS"
"28087",2121,1875,891,"Lowndes","MS"
"29181",NA,NA,NA,"Ripley","MO"
"36115",1310,1017,847,"Washington","NY"
"46027",2781,2435,174,"Clay","SD"
"53071",1507,1248,1143,"Walla Walla","WA"
"08087",3016,2818,550,"Morgan","CO"
"17053",1850,1544,117,"Ford","IL"
"19103",1796,1555,1767,"Johnson","IA"
"20015",2575,2328,1669,"Butler","KS"
"21149",1869,1834,71,"McLean","KY"
"22043",1256,963,168,"Grant","LA"
"28137",2174,1941,463,"Tate","MS"
"28017",1697,1604,31,"Chickasaw","MS"
"36099",1280,940,194,"Seneca","NY"
"28029",2511,2236,173,"Copiah","MS"
"42075",1196,1014,2929,"Lebanon","PA"
"48353",2623,2343,161,"Nolan","TX"
"51775",1243,1013,1061,"Salem","VA"
"54031",1533,1269,89,"Hardy","WV"
"01029",1959,1693,147,"Cleburne","AL"
"55077",1493,1154,152,"Marquette","WI"
"35015",2738,2474,1347,"Eddy","NM"
"19069",1649,1473,61,"Franklin","IA"
"28111",2557,2362,84,"Perry","MS"
"21207",1741,1384,109,"Russell","KY"
"24047",2050,1697,1530,"Worcester","MD"
"47081",1844,1589,328,"Hickman","TN"
"48217",2154,1852,451,"Hill","TX"
"42045",2187,1853,14570,"Delaware","PA"
"48129",NA,NA,NA,"Donley","TX"
"51135",1583,1448,212,"Nottoway","VA"
"13055",1752,1540,227,"Chattooga","GA"
"19109",1796,1562,91,"Kossuth","IA"
"27027",1871,1678,1449,"Clay","MN"
"36009",1364,1086,464,"Cattaraugus","NY"
"06087",2775,1816,3286,"Santa Cruz","CA"
"24015",1625,1386,3302,"Cecil","MD"
"26021",1916,1601,1606,"Berrien","MI"
"28003",2607,2203,198,"Alcorn","MS"
"29145",2153,1869,1250,"Newton","MO"
"48215",1804,1483,8040,"Hidalgo","TX"
"48403",NA,NA,NA,"Sabine","TX"
"01009",1927,1768,989,"Blount","AL"
"08013",3304,2800,5946,"Boulder","CO"
"13247",2158,1881,2800,"Rockdale","GA"
"17027",1831,1676,578,"Clinton","IL"
"18055",1934,1668,333,"Greene","IN"
"20027",NA,NA,NA,"Clay","KS"
"21073",1776,1472,861,"Franklin","KY"
"28133",2500,1966,77,"Sunflower","MS"
"31149",NA,NA,NA,"Rock","NE"
"45087",1358,1128,232,"Union","SC"
"47113",1813,1588,2054,"Madison","TN"
"51740",1878,1655,3628,"Portsmouth","VA"
"72101",NA,NA,NA,"Morovis",NA
"51810",2156,1807,16199,"Virginia Beach","VA"
"55049",1813,1390,191,"Iowa","WI"
"17055",1918,1771,233,"Franklin","IL"
"19171",1775,1594,225,"Tama","IA"
"19101",1718,1514,94,"Jefferson","IA"
"20107",NA,NA,NA,"Linn","KS"
"37083",1474,1283,613,"Halifax","NC"
"21155",1621,1513,189,"Marion","KY"
"38069",1849,1218,21,"Pierce","ND"
"17187",1765,1397,129,"Warren","IL"
"46123",1890,1710,25,"Tripp","SD"
"72153",NA,NA,NA,"Yauco",NA
"42131",1380,1102,353,"Wyoming","PA"
"05021",1561,1348,82,"Clay","AR"
"12047",2268,2077,55,"Hamilton","FL"
"18043",1780,1495,2373,"Floyd","IN"
"26057",2527,2222,246,"Gratiot","MI"
"19137",2225,1849,105,"Montgomery","IA"
"27151",1960,1722,192,"Swift","MN"
"27127",2163,1887,209,"Redwood","MN"
"20023",NA,NA,NA,"Cheyenne","KS"
"21087",2134,1787,61,"Green","KY"
"17041",2014,1815,143,"Douglas","IL"
"17095",1470,1254,806,"Knox","IL"
"51590",1181,966,940,"Danville","VA"
"55065",1623,1249,88,"Lafayette","WI"
"48195",NA,NA,NA,"Hansford","TX"
"48437",2560,2154,47,"Swisher","TX"
"08095",3516,3164,65,"Phillips","CO"
"17067",1863,1482,74,"Hancock","IL"
"26101",1933,1463,136,"Manistee","MI"
"30075",NA,NA,NA,"Powder River","MT"
"31127",2437,2211,91,"Nemaha","NE"
"28059",3491,3139,2547,"Jackson","MS"
"48483",NA,NA,NA,"Wheeler","TX"
"46101",1984,1932,68,"Moody","SD"
"45083",1402,1178,8187,"Spartanburg","SC"
"04025",1370,1127,5770,"Yavapai","AZ"
"13067",2629,2200,23779,"Cobb","GA"
"13043",2058,1848,103,"Candler","GA"
"31075",NA,NA,NA,"Grant","NE"
"19099",1717,1536,847,"Jasper","IA"
"21009",1918,1651,575,"Barren","KY"
"19175",1974,1685,146,"Union","IA"
"26143",1705,1517,319,"Roscommon","MI"
"29151",2036,1840,147,"Osage","MO"
"28085",2631,2328,343,"Lincoln","MS"
"39047",1628,1405,355,"Fayette","OH"
"47177",1731,1466,433,"Warren","TN"
"48227",2003,1698,461,"Howard","TX"
"48151",NA,NA,NA,"Fisher","TX"
"72005",NA,NA,NA,"Aguadilla",NA
"48357",2188,2029,81,"Ochiltree","TX"
"17115",1581,1373,1142,"Macon","IL"
"08025",NA,NA,NA,"Crowley","CO"
"19011",1796,1605,450,"Benton","IA"
"19065",1619,1355,97,"Fayette","IA"
"20133",NA,NA,NA,"Neosho","KS"
"27085",2164,1900,975,"McLeod","MN"
"13021",1890,1623,3331,"Bibb","GA"
"38035",1685,1465,1258,"Grand Forks","ND"
"22001",2367,2074,551,"Acadia","LA"
"17117",1926,1718,351,"Macoupin","IL"
"47173",1512,1328,297,"Union","TN"
"48031",2239,1729,99,"Blanco","TX"
"48331",2016,1644,243,"Milam","TX"
"48067",2141,1800,308,"Cass","TX"
"08103",1481,1246,153,"Rio Blanco","CO"
"17111",2030,1714,8634,"McHenry","IL"
"20129",NA,NA,NA,"Morton","KS"
"26139",1647,1390,3200,"Ottawa","MI"
"35023",NA,NA,NA,"Hidalgo","NM"
"42085",1121,912,1295,"Mercer","PA"
"13161",1891,1744,133,"Jeff Davis","GA"
"01013",1975,1805,158,"Butler","AL"
"05097",1783,1670,60,"Montgomery","AR"
"08014",2838,2560,1857,"Broomfield","CO"
"13269",1984,1874,93,"Taylor","GA"
"18181",1604,1351,412,"White","IN"
"20031",NA,NA,NA,"Coffey","KS"
"29175",1655,1447,314,"Randolph","MO"
"29187",1853,1672,711,"St. Francois","MO"
"27079",2558,2222,730,"Le Sueur","MN"
"28061",2292,2184,69,"Jasper","MS"
"42043",1120,876,6301,"Dauphin","PA"
"46057",NA,NA,NA,"Hamlin","SD"
"47105",1628,1393,1271,"Loudon","TN"
"48297",2343,1945,109,"Live Oak","TX"
"51680",1294,1085,2130,"Lynchburg","VA"
"55135",1275,1099,570,"Waupaca","WI"
"54095",NA,NA,NA,"Tyler","WV"
"01093",2059,1894,243,"Marion","AL"
"55061",1327,1071,213,"Kewaunee","WI"
"18137",1704,1502,267,"Ripley","IN"
"20115",NA,NA,NA,"Marion","KS"
"28101",2206,1903,128,"Newton","MS"
"13249",1805,1632,65,"Schley","GA"
"13201",2512,2372,40,"Miller","GA"
"38009",1975,1692,78,"Bottineau","ND"
"51610",2976,2483,508,"Falls Church","VA"
"48493",2166,1710,959,"Wilson","TX"
"42097",1052,822,927,"Northumberland","PA"
"13179",2033,1819,1983,"Liberty","GA"
"22071",4698,4053,6152,"Orleans","LA"
"29199",NA,NA,NA,"Scotland","MO"
"31083",2725,2143,34,"Harlan","NE"
"36061",4727,3190,53,"New York","NY"
"37169",1418,1245,1123,"Stokes","NC"
"38059",2170,1968,509,"Morton","ND"
"42105",1220,996,87,"Potter","PA"
"05147",NA,NA,NA,"Woodruff","AR"
"08089",2533,2418,224,"Otero","CO"
"18131",1958,1740,105,"Pulaski","IN"
"19091",1853,1625,87,"Humboldt","IA"
"21239",1737,1465,614,"Woodford","KY"
"20189",NA,NA,NA,"Stevens","KS"
"29025",2135,1895,107,"Caldwell","MO"
"34013",2616,2080,11153,"Essex","NJ"
"31019",2551,2360,643,"Buffalo","NE"
"40037",2546,2255,1156,"Creek","OK"
"41003",1364,1089,1404,"Benton","OR"
"46073",NA,NA,NA,"Jerauld","SD"
"47015",2013,1793,251,"Cannon","TN"
"48441",2169,1845,3330,"Taylor","TX"
"54093",NA,NA,NA,"Tucker","WV"
"50021",1429,1144,498,"Rutland","VT"
"72151",NA,NA,NA,"Yabucoa",NA
"01033",1901,1691,1021,"Colbert","AL"
"08083",1492,1206,625,"Montezuma","CO"
"20097",NA,NA,NA,"Kiowa","KS"
"20209",1959,1776,3473,"Wyandotte","KS"
"21179",2020,1677,1188,"Nelson","KY"
"37103",2121,1966,184,"Jones","NC"
"16055",1398,1127,4426,"Kootenai","ID"
"47043",1846,1603,1098,"Dickson","TN"
"48155",NA,NA,NA,"Foard","TX"
"27097",2055,1884,640,"Morrison","MN"
"51177",1604,1293,5460,"Spotsylvania","VA"
"37025",1561,1290,5940,"Cabarrus","NC"
"42113",1242,1124,34,"Sullivan","PA"
"38045",NA,NA,NA,"LaMoure","ND"
"39083",1546,1300,850,"Knox","OH"
"42117",1219,1046,256,"Tioga","PA"
"51183",1569,1356,237,"Sussex","VA"
"48179",2370,1937,282,"Gray","TX"
"37071",1374,1141,6075,"Gaston","NC"
"31069",NA,NA,NA,"Garden","NE"
"48191",NA,NA,NA,"Hall","TX"
"31023",2282,2222,50,"Butler","NE"
"36111",1670,1261,1784,"Ulster","NY"
"51197",1290,1076,367,"Wythe","VA"
"38091",NA,NA,NA,"Steele","ND"
"05085",2041,1809,2940,"Lonoke","AR"
"05075",1683,1523,160,"Lawrence","AR"
"29161",2036,1827,508,"Phelps","MO"
"26071",1550,1347,74,"Iron","MI"
"27099",1827,1649,1035,"Mower","MN"
"36015",1532,1270,883,"Chemung","NY"
"37159",1407,1186,3262,"Rowan","NC"
"48243",NA,NA,NA,"Jeff Davis","TX"
"51520",1498,1377,259,"Bristol","VA"
"48261",NA,NA,NA,"Kenedy","TX"
"01045",2076,1843,1138,"Dale","AL"
"05101",NA,NA,NA,"Newton","AR"
"13193",2030,1933,56,"Macon","GA"
"31091",NA,NA,NA,"Hooker","NE"
"18143",1700,1487,350,"Scott","IN"
"19121",2071,1828,447,"Madison","IA"
"18079",1513,1429,324,"Jennings","IN"
"20135",NA,NA,NA,"Ness","KS"
"21189",NA,NA,NA,"Owsley","KY"
"19075",1847,1606,187,"Grundy","IA"
"27153",1932,1777,370,"Todd","MN"
"28153",2173,2057,111,"Wayne","MS"
"36123",1088,898,161,"Yates","NY"
"37109",1504,1258,2386,"Lincoln","NC"
"31115",NA,NA,NA,"Loup","NE"
"47119",1792,1502,2425,"Maury","TN"
"48103",2333,2213,30,"Crane","TX"
"48063",2229,1929,134,"Camp","TX"
"51037",1416,1234,129,"Charlotte","VA"
"72125",NA,NA,NA,"San Germán",NA
"54015",NA,NA,NA,"Clay","WV"
"18117",1825,1631,148,"Orange","IN"
"19049",2013,1700,3022,"Dallas","IA"
"19167",1737,1614,94,"Sioux","IA"
"12027",2858,2555,325,"DeSoto","FL"
"21201",NA,NA,NA,"Robertson","KY"
"21029",2155,1914,2602,"Bullitt","KY"
"13157",2099,1775,2210,"Jackson","GA"
"16021",1636,1439,307,"Boundary","ID"
"31071",NA,NA,NA,"Garfield","NE"
"45089",1913,1674,190,"Williamsburg","SC"
"55123",1800,1516,150,"Vernon","WI"
"45069",1509,1384,157,"Marlboro","SC"
"48111",2760,2487,71,"Dallam","TX"
"51670",1398,1238,738,"Hopewell","VA"
"48055",2039,1568,468,"Caldwell","TX"
"41013",1270,984,406,"Crook","OR"
"29043",2145,1882,2767,"Christian","MO"
"27147",2164,1967,1287,"Steele","MN"
"55037",1402,1416,37,"Florence","WI"
"31185",2477,2284,145,"York","NE"
"17101",1893,1666,38,"Lawrence","IL"
"37187",2285,2045,92,"Washington","NC"
"17009",NA,NA,NA,"Brown","IL"
"08007",1872,1525,307,"Archuleta","CO"
"47189",1980,1717,4072,"Wilson","TN"
"46107",NA,NA,NA,"Potter","SD"
"55015",1191,953,678,"Calumet","WI"
"18091",1635,1403,2290,"LaPorte","IN"
"36067",1509,1087,7381,"Onondaga","NY"
"19193",1709,1534,2240,"Woodbury","IA"
"49053",1406,1124,3878,"Washington","UT"
"21063",NA,NA,NA,"Elliott","KY"
"19147",1477,1345,86,"Palo Alto","IA"
"17167",1785,1556,1709,"Sangamon","IL"
"35031",1577,1376,223,"McKinley","NM"
"24013",1746,1495,8190,"Carroll","MD"
"37079",1731,1572,240,"Greene","NC"
"47065",2430,2044,10919,"Hamilton","TN"
"17127",2055,1961,78,"Massac","IL"
"47075",1825,1638,245,"Haywood","TN"
"19003",NA,NA,NA,"Adams","IA"
"54077",1483,1293,247,"Preston","WV"
"17165",2025,1766,138,"Saline","IL"
"17163",2115,1867,5343,"St. Clair","IL"
"19019",1655,1510,162,"Buchanan","IA"
"19023",1702,1463,190,"Butler","IA"
"19033",1740,1441,783,"Cerro Gordo","IA"
"21095",1771,1595,85,"Harlan","KY"
"19041",1687,1552,133,"Clay","IA"
"42057",1152,918,176,"Fulton","PA"
"20037",NA,NA,NA,"Crawford","KS"
"20073",NA,NA,NA,"Greenwood","KS"
"55131",1358,1133,1852,"Washington","WI"
"53021",1322,1137,1887,"Franklin","WA"
"42041",1230,996,7034,"Cumberland","PA"
"29059",1905,1746,245,"Dallas","MO"
"51133",1922,1658,288,"Northumberland","VA"
"21069",1854,1637,74,"Fleming","KY"
"21079",1757,1479,250,"Garrard","KY"
"31013",2804,2344,203,"Box Butte","NE"
"20057",2245,2116,380,"Ford","KS"
"17077",2446,2081,355,"Jackson","IL"
"12001",2170,1793,5170,"Alachua","FL"
"48177",2247,1841,144,"Gonzales","TX"
"18119",1967,1738,299,"Owen","IN"
"72067",NA,NA,NA,"Hormigueros",NA
"17025",2194,1907,53,"Clay","IL"
"18161",1827,1591,51,"Union","IN"
"42077",1349,1079,8709,"Lehigh","PA"
"42083",1071,844,171,"McKean","PA"
"29125",2083,1931,94,"Maries","MO"
"26039",1811,1604,133,"Crawford","MI"
"27161",2164,2008,478,"Waseca","MN"
"51683",1440,1154,1286,"Manassas","VA"
"31087",NA,NA,NA,"Hitchcock","NE"
"32011",NA,NA,NA,"Eureka","NV"
"36005",2354,1914,3003,"Bronx","NY"
"31085",NA,NA,NA,"Hayes","NE"
"27105",1972,1857,204,"Nobles","MN"
"39023",1370,1155,2414,"Clark","OH"
"35013",1420,1146,4451,"Doña Ana","NM"
"26161",2455,1940,4211,"Washtenaw","MI"
"31139",2113,1880,74,"Pierce","NE"
"26015",2185,1729,59,"Barry","MI"
"35021",NA,NA,NA,"Harding","NM"
"39065",1486,1377,250,"Hardin","OH"
"05029",2013,1702,246,"Conway","AR"
"01123",1962,1671,571,"Tallapoosa","AL"
"31165",NA,NA,NA,"Sioux","NE"
"55113",1678,1470,156,"Sawyer","WI"
"55125",1359,1193,227,"Vilas","WI"
"55141",1357,1164,595,"Wood","WI"
"38093",1917,1719,203,"Stutsman","ND"
"38099",2047,1867,85,"Walsh","ND"
"39129",1641,1383,950,"Pickaway","OH"
"39131",1590,1413,172,"Pike","OH"
"46017",NA,NA,NA,"Buffalo","SD"
"39057",1668,1412,3241,"Greene","OH"
"39049",1458,1240,19223,"Franklin","OH"
"29165",2614,2348,3208,"Platte","MO"
"48049",2133,1833,343,"Brown","TX"
"48135",2017,1566,3050,"Ector","TX"
"48235",NA,NA,NA,"Irion","TX"
"49041",1365,1099,262,"Sevier","UT"
"51101",1543,1252,816,"King William","VA"
"53055",2096,1748,247,"San Juan","WA"
"13277",1833,1633,804,"Tift","GA"
"56041",1490,1291,559,"Uinta","WY"
"28067",2181,1931,539,"Jones","MS"
"13071",1874,1646,554,"Colquitt","GA"
"48435",NA,NA,NA,"Sutton","TX"
"55021",1629,1318,680,"Columbia","WI"
"55127",1541,1280,1461,"Walworth","WI"
"51820",1261,1033,725,"Waynesboro","VA"
"32029",1336,1046,103,"Storey","NV"
"72135",NA,NA,NA,"Toa Alta",NA
"72015",NA,NA,NA,"Arroyo",NA
"72137",NA,NA,NA,"Toa Baja",NA
"72149",NA,NA,NA,"Villalba",NA
"26027",2034,1681,581,"Cass","MI"
"12115",3035,2438,10725,"Sarasota","FL"
"20021",NA,NA,NA,"Cherokee","KS"
"45041",1888,1616,2898,"Florence","SC"
"27017",1994,1724,801,"Carlton","MN"
"13075",1749,1578,268,"Cook","GA"
"13155",2290,2084,94,"Irwin","GA"
"48065",2232,1850,106,"Carson","TX"
"38027",NA,NA,NA,"Eddy","ND"
"20005",NA,NA,NA,"Atchison","KS"
"51600",2140,1802,808,"Fairfax","VA"
"51640",1022,837,61,"Galax","VA"
"20013",NA,NA,NA,"Brown","KS"
"29205",NA,NA,NA,"Shelby","MO"
"51690",1315,1104,245,"Martinsville","VA"
"19001",1652,1450,89,"Adair","IA"
"48221",2778,2232,1235,"Hood","TX"
"12015",3181,2697,4931,"Charlotte","FL"
"13077",1925,1662,5120,"Coweta","GA"
"17011",1783,1542,269,"Bureau","IL"
"39173",1591,1358,1774,"Wood","OH"
"48091",1972,1352,2719,"Comal","TX"
"48133",2828,2538,134,"Eastland","TX"
"48497",2741,2286,1545,"Wise","TX"
"17139",1865,1676,105,"Moultrie","IL"
"17029",1690,1470,317,"Coles","IL"
"19067",1767,1523,98,"Floyd","IA"
"20049",NA,NA,NA,"Elk","KS"
"19081",1809,1560,76,"Hancock","IA"
"26045",2112,1810,1551,"Eaton","MI"
"19085",2315,2064,248,"Harrison","IA"
"47159",1925,1578,311,"Smith","TN"
"48117",2231,1986,191,"Deaf Smith","TX"
"26067",1973,1636,615,"Ionia","MI"
"20205",NA,NA,NA,"Wilson","KS"
"20203",NA,NA,NA,"Wichita","KS"
"48125",NA,NA,NA,"Dickens","TX"
"49031",NA,NA,NA,"Piute","UT"
"26081",1592,1294,8365,"Kent","MI"
"37085",1749,1511,4109,"Harnett","NC"
"37183",1787,1489,37549,"Wake","NC"
"26107",NA,NA,NA,"Mecosta","MI"
"27159",1957,1722,155,"Wadena","MN"
"46037",NA,NA,NA,"Day","SD"
"21181",1544,1441,48,"Nicholas","KY"
"26123",2126,1876,423,"Newaygo","MI"
"21197",NA,NA,NA,"Powell","KY"
"47165",1895,1620,5397,"Sumner","TN"
"27051",2086,1941,84,"Grant","MN"
"17049",2004,1819,147,"Effingham","IL"
"17061",1932,1711,45,"Greene","IL"
"21013",1505,1210,55,"Bell","KY"
"27003",2437,2226,13181,"Anoka","MN"
"27015",2084,1858,388,"Brown","MN"
"42001",1126,858,2769,"Adams","PA"
"46013",2148,1907,603,"Brown","SD"
"46083",2757,2362,1524,"Lincoln","SD"
"40093",2710,2769,72,"Major","OK"
"46005",NA,NA,NA,"Beadle","SD"
"21033",1903,1529,103,"Caldwell","KY"
"47017",2111,1805,251,"Carroll","TN"
"46111",NA,NA,NA,"Sanborn","SD"
"42015",1132,862,486,"Bradford","PA"
"37087",1945,1666,1451,"Haywood","NC"
"48017",2201,2144,52,"Bailey","TX"
"46019",NA,NA,NA,"Butte","SD"
"47063",1371,1162,1207,"Hamblen","TN"
"48025",2338,1988,175,"Bee","TX"
"46059",NA,NA,NA,"Hand","SD"
"42029",2000,1444,14976,"Chester","PA"
"46099",2066,1835,4494,"Minnehaha","SD"
"49001",1251,957,104,"Beaver","UT"
"27073",2280,2136,85,"Lac qui Parle","MN"
"42037",1244,1021,645,"Columbia","PA"
"47101",1668,1517,187,"Lewis","TN"
"31033",2572,2129,157,"Cheyenne","NE"
"51003",1714,1385,3384,"Albemarle","VA"
"56003",1585,1389,136,"Big Horn","WY"
"55089",1604,1301,1386,"Ozaukee","WI"
"47161",1958,1794,282,"Stewart","TN"
"55099",1685,1322,62,"Price","WI"
"45059",1472,1244,979,"Laurens","SC"
"45063",1487,1252,8151,"Lexington","SC"
"56019",1871,1536,309,"Johnson","WY"
"55119",NA,NA,NA,"Taylor","WI"
"51089",1210,1041,894,"Henry","VA"
"44005",2982,2565,1098,"Newport","RI"
"48447",NA,NA,NA,"Throckmorton","TX"
"19107",1734,1588,34,"Keokuk","IA"
"17203",1717,1572,384,"Woodford","IL"
"13187",1975,1667,838,"Lumpkin","GA"
"39161",1410,1211,238,"Van Wert","OH"
"12043",3120,2785,137,"Glades","FL"
"12051",2938,2585,321,"Hendry","FL"
"48469",2263,1927,1699,"Victoria","TX"
"48481",2681,2278,416,"Wharton","TX"
"13219",2046,1809,1582,"Oconee","GA"
"13225",1918,1772,618,"Peach","GA"
"13237",2153,1609,388,"Putnam","GA"
"13165",2019,1739,31,"Jenkins","GA"
"48239",2408,2183,150,"Jackson","TX"
"24009",2035,1760,4040,"Calvert","MD"
"13245",1756,1517,5292,"Richmond","GA"
"13283",NA,NA,NA,"Treutlen","GA"
"13273",2402,2156,65,"Terrell","GA"
"13289",2032,1865,80,"Twiggs","GA"
"20077",2346,2095,56,"Harper","KS"
"05025",1870,1733,80,"Cleveland","AR"
"19017",1773,1581,268,"Bremer","IA"
"48219",2299,2053,321,"Hockley","TX"
"17153",NA,NA,NA,"Pulaski","IL"
"39003",1597,1400,750,"Allen","OH"
"40107",NA,NA,NA,"Okfuskee","OK"
"27165",2075,1815,107,"Watonwan","MN"
"27149",2144,1926,126,"Stevens","MN"
"39067",1285,1187,101,"Harrison","OH"
"28083",2294,2054,134,"Leflore","MS"
"29039",1909,1708,181,"Cedar","MO"
"31155",2943,2435,474,"Saunders","NE"
"31049",NA,NA,NA,"Deuel","NE"
"27141",2572,2315,3782,"Sherburne","MN"
"48345",NA,NA,NA,"Motley","TX"
"13307",NA,NA,NA,"Webster","GA"
"13311",1978,1680,639,"White","GA"
"41053",1217,958,1990,"Polk","OR"
"13167",1681,1559,42,"Johnson","GA"
"55057",1564,1305,233,"Juneau","WI"
"55073",1332,1116,1201,"Marathon","WI"
"55053",1797,1563,136,"Jackson","WI"
"72095",NA,NA,NA,"Maunabo",NA
"72009",NA,NA,NA,"Aibonito",NA
"55035",1480,1219,1046,"Eau Claire","WI"
"18003",1320,1148,6973,"Allen","IN"
"20045",2304,2035,2365,"Douglas","KS"
"18033",1487,1314,729,"DeKalb","IN"
"19087",1586,1477,145,"Henry","IA"
"18011",2088,1696,1307,"Boone","IN"
"18097",1750,1511,14670,"Marion","IN"
"19015",1928,1681,636,"Boone","IA"
"39091",1561,1322,518,"Logan","OH"
"29167",2092,1830,736,"Polk","MO"
"19115",1663,1600,64,"Louisa","IA"
"19173",1896,1629,42,"Taylor","IA"
"39029",1399,1193,1077,"Columbiana","OH"
"20065",NA,NA,NA,"Graham","KS"
"45091",1675,1369,8029,"York","SC"
"55019",1472,1272,143,"Clark","WI"
"20123",NA,NA,NA,"Mitchell","KS"
"20157",NA,NA,NA,"Republic","KS"
"20201",NA,NA,NA,"Washington","KS"
"38007",NA,NA,NA,"Billings","ND"
"40149",2658,2367,103,"Washita","OK"
"40101",2248,1974,1021,"Muskogee","OK"
"26035",1469,1285,241,"Clare","MI"
"01027",2170,1981,110,"Clay","AL"
"01037",1840,1754,89,"Coosa","AL"
"37161",1380,1158,1121,"Rutherford","NC"
"40039",2742,2513,534,"Custer","OK"
"05135",1807,1577,283,"Sharp","AR"
"37177",NA,NA,NA,"Tyrrell","NC"
"51035",1016,902,437,"Carroll","VA"
"19051",2284,1774,63,"Davis","IA"
"01069",1974,1771,2691,"Houston","AL"
"13023",2101,1794,137,"Bleckley","GA"
"20121",2506,2232,1001,"Miami","KS"
"13285",1777,1576,1584,"Troup","GA"
"37131",1661,1501,144,"Northampton","NC"
"08121",NA,NA,NA,"Washington","CO"
"08077",1373,1143,4429,"Mesa","CO"
"48309",1808,1419,4094,"McLennan","TX"
"39117",1847,1524,499,"Morrow","OH"
"20153",NA,NA,NA,"Rawlins","KS"
"17129",1998,1647,98,"Menard","IL"
"39121",1554,1254,69,"Noble","OH"
"20193",NA,NA,NA,"Thomas","KS"
"16057",1477,1207,677,"Latah","ID"
"48367",3102,2493,4079,"Parker","TX"
"39135",1633,1434,640,"Preble","OH"
"13059",1934,1700,2826,"Clarke","GA"
"19143",NA,NA,NA,"Osceola","IA"
"39139",1296,1108,1811,"Richland","OH"
"48391",2880,2214,55,"Refugio","TX"
"17181",2528,2155,79,"Union","IL"
"48401",1769,1437,495,"Rusk","TX"
"19181",1888,1642,1756,"Warren","IA"
"19185",2113,1618,32,"Wayne","IA"
"31059",2745,2379,27,"Fillmore","NE"
"48223",2218,1858,395,"Hopkins","TX"
"48423",2107,1680,3684,"Smith","TX"
"48231",2536,2045,1841,"Hunt","TX"
"36105",1603,1228,786,"Sullivan","NY"
"48313",2191,1877,112,"Madison","TX"
"51187",1598,1330,2021,"Warren","VA"
"36017",1418,1128,376,"Chenango","NY"
"48477",2136,1801,451,"Washington","TX"
"48291",2665,2257,1027,"Liberty","TX"
"01103",1933,1719,3257,"Morgan","AL"
"40147",2163,1891,907,"Washington","OK"
