"FIPS","mean_premium","median_premium","n_obs","NAME","StateAbb"
"21215",2614,2146,774,"Spencer","KY"
"19037",2325,2133,62,"Chickasaw","IA"
"27005",3104,2707,708,"Becker","MN"
"29085",NA,NA,NA,"Hickory","MO"
"27061",2547,2304,1043,"Itasca","MN"
"36037",1672,1312,716,"Genesee","NY"
"31143",3420,2980,44,"Polk","NE"
"40097",3197,2711,522,"Mayes","OK"
"46025",NA,NA,NA,"Clark","SD"
"48499",2464,1948,519,"Wood","TX"
"48393",NA,NA,NA,"Roberts","TX"
"54105",NA,NA,NA,"Wirt","WV"
"72061",NA,NA,NA,"Guaynabo",NA
"18095",1989,1709,2709,"Madison","IN"
"01059",2402,2166,240,"Franklin","AL"
"06075",2948,1889,1749,"San Francisco","CA"
"13047",2105,1822,2144,"Catoosa","GA"
"19191",2299,2073,35,"Winneshiek","IA"
"28093",2774,2385,647,"Marshall","MS"
"28087",2419,2102,1000,"Lowndes","MS"
"29181",NA,NA,NA,"Ripley","MO"
"36115",1522,1240,930,"Washington","NY"
"46027",3094,2977,160,"Clay","SD"
"53071",1984,1615,1431,"Walla Walla","WA"
"08087",4388,4012,598,"Morgan","CO"
"17053",2241,2122,123,"Ford","IL"
"19103",2649,2299,2036,"Johnson","IA"
"20015",3380,2990,1604,"Butler","KS"
"21149",2530,2387,68,"McLean","KY"
"22043",1619,1396,226,"Grant","LA"
"28137",2742,2327,553,"Tate","MS"
"28017",2118,1797,40,"Chickasaw","MS"
"36099",1245,1088,216,"Seneca","NY"
"28029",2919,2444,210,"Copiah","MS"
"42075",1564,1358,3516,"Lebanon","PA"
"48353",2811,2479,163,"Nolan","TX"
"51775",1667,1389,1107,"Salem","VA"
"54031",1782,1592,136,"Hardy","WV"
"01029",2521,2263,171,"Cleburne","AL"
"55077",1900,1686,220,"Marquette","WI"
"35015",3254,2944,1314,"Eddy","NM"
"19069",2430,1917,63,"Franklin","IA"
"28111",2986,2647,100,"Perry","MS"
"21207",2285,1854,125,"Russell","KY"
"24047",2584,2142,1558,"Worcester","MD"
"47081",2349,2016,416,"Hickman","TN"
"48217",2716,2132,495,"Hill","TX"
"42045",2746,2380,15928,"Delaware","PA"
"48129",NA,NA,NA,"Donley","TX"
"51135",1831,1552,261,"Nottoway","VA"
"13055",2346,2022,270,"Chattooga","GA"
"19109",2858,2316,82,"Kossuth","IA"
"27027",2608,2318,1642,"Clay","MN"
"36009",1559,1301,494,"Cattaraugus","NY"
"06087",3216,2172,3920,"Santa Cruz","CA"
"24015",1942,1633,3409,"Cecil","MD"
"26021",2510,2159,1994,"Berrien","MI"
"28003",2978,2568,286,"Alcorn","MS"
"29145",2541,2210,1338,"Newton","MO"
"48215",2084,1632,8027,"Hidalgo","TX"
"48403",NA,NA,NA,"Sabine","TX"
"01009",2518,2234,1141,"Blount","AL"
"08013",4781,4093,6796,"Boulder","CO"
"13247",2722,2309,2921,"Rockdale","GA"
"17027",2650,2306,717,"Clinton","IL"
"18055",2370,2012,383,"Greene","IN"
"20027",NA,NA,NA,"Clay","KS"
"21073",2349,1954,958,"Franklin","KY"
"28133",2949,2539,79,"Sunflower","MS"
"31149",NA,NA,NA,"Rock","NE"
"45087",1678,1438,268,"Union","SC"
"47113",2394,2079,2223,"Madison","TN"
"51740",2343,2062,4027,"Portsmouth","VA"
"72101",NA,NA,NA,"Morovis",NA
"51810",2941,2430,16669,"Virginia Beach","VA"
"55049",2124,1709,229,"Iowa","WI"
"17055",2777,2508,255,"Franklin","IL"
"19171",2588,2198,216,"Tama","IA"
"19101",2696,2243,89,"Jefferson","IA"
"20107",NA,NA,NA,"Linn","KS"
"37083",1993,1689,656,"Halifax","NC"
"21155",2144,1886,213,"Marion","KY"
"38069",1838,1853,25,"Pierce","ND"
"17187",2276,1956,125,"Warren","IL"
"46123",3285,2536,26,"Tripp","SD"
"72153",NA,NA,NA,"Yauco",NA
"42131",1836,1448,351,"Wyoming","PA"
"05021",2084,1956,92,"Clay","AR"
"12047",3378,3246,54,"Hamilton","FL"
"18043",2333,1996,3077,"Floyd","IN"
"26057",3392,3158,327,"Gratiot","MI"
"19137",3423,2899,101,"Montgomery","IA"
"27151",3065,2761,120,"Swift","MN"
"27127",3062,2588,181,"Redwood","MN"
"20023",NA,NA,NA,"Cheyenne","KS"
"21087",2666,2240,67,"Green","KY"
"17041",2389,2242,156,"Douglas","IL"
"17095",2035,1798,737,"Knox","IL"
"51590",1585,1318,958,"Danville","VA"
"55065",1776,1555,99,"Lafayette","WI"
"48195",NA,NA,NA,"Hansford","TX"
"48437",3165,2842,48,"Swisher","TX"
"08095",4382,4274,57,"Phillips","CO"
"17067",2554,2140,80,"Hancock","IL"
"26101",2690,2306,199,"Manistee","MI"
"30075",NA,NA,NA,"Powder River","MT"
"31127",2993,2769,89,"Nemaha","NE"
"28059",4503,4089,2489,"Jackson","MS"
"48483",NA,NA,NA,"Wheeler","TX"
"46101",3437,3057,74,"Moody","SD"
"45083",1803,1503,9286,"Spartanburg","SC"
"04025",2019,1637,6366,"Yavapai","AZ"
"13067",3238,2670,25080,"Cobb","GA"
"13043",2754,2412,102,"Candler","GA"
"31075",NA,NA,NA,"Grant","NE"
"19099",2589,2322,947,"Jasper","IA"
"21009",2473,2156,639,"Barren","KY"
"19175",2617,2349,127,"Union","IA"
"26143",2062,1807,411,"Roscommon","MI"
"29151",2632,2324,221,"Osage","MO"
"28085",3226,2882,369,"Lincoln","MS"
"39047",1936,1676,476,"Fayette","OH"
"47177",2279,1945,572,"Warren","TN"
"48227",2437,2114,488,"Howard","TX"
"48151",NA,NA,NA,"Fisher","TX"
"72005",NA,NA,NA,"Aguadilla",NA
"48357",3055,2581,79,"Ochiltree","TX"
"17115",2319,2029,1169,"Macon","IL"
"08025",NA,NA,NA,"Crowley","CO"
"19011",2654,2345,497,"Benton","IA"
"19065",2307,2098,94,"Fayette","IA"
"20133",NA,NA,NA,"Neosho","KS"
"27085",2946,2598,1080,"McLeod","MN"
"13021",2036,1728,3361,"Bibb","GA"
"38035",2305,2046,1305,"Grand Forks","ND"
"22001",3261,2929,642,"Acadia","LA"
"17117",2458,2278,401,"Macoupin","IL"
"47173",2025,1687,381,"Union","TN"
"48031",2442,1856,108,"Blanco","TX"
"48331",2349,1720,237,"Milam","TX"
"48067",2531,2087,339,"Cass","TX"
"08103",1929,1644,223,"Rio Blanco","CO"
"17111",2853,2419,10664,"McHenry","IL"
"20129",NA,NA,NA,"Morton","KS"
"26139",2205,1858,4153,"Ottawa","MI"
"35023",NA,NA,NA,"Hidalgo","NM"
"42085",1492,1239,1489,"Mercer","PA"
"13161",2210,1905,150,"Jeff Davis","GA"
"01013",2213,2025,170,"Butler","AL"
"05097",2772,2505,59,"Montgomery","AR"
"08014",4273,3798,2151,"Broomfield","CO"
"13269",2322,2165,90,"Taylor","GA"
"18181",2002,1741,478,"White","IN"
"20031",NA,NA,NA,"Coffey","KS"
"29175",2137,1915,344,"Randolph","MO"
"29187",2311,2006,800,"St. Francois","MO"
"27079",3110,2713,877,"Le Sueur","MN"
"28061",2942,2728,76,"Jasper","MS"
"42043",1476,1213,7207,"Dauphin","PA"
"46057",NA,NA,NA,"Hamlin","SD"
"47105",2009,1679,1446,"Loudon","TN"
"48297",2369,2057,101,"Live Oak","TX"
"51680",1574,1308,2411,"Lynchburg","VA"
"55135",1768,1551,736,"Waupaca","WI"
"54095",NA,NA,NA,"Tyler","WV"
"01093",2649,2342,247,"Marion","AL"
"55061",1512,1310,261,"Kewaunee","WI"
"18137",2199,1876,319,"Ripley","IN"
"20115",NA,NA,NA,"Marion","KS"
"28101",2790,2481,131,"Newton","MS"
"13249",2233,1980,76,"Schley","GA"
"13201",2758,2790,46,"Miller","GA"
"38009",2390,2114,84,"Bottineau","ND"
"51610",3844,3331,533,"Falls Church","VA"
"48493",2585,2067,875,"Wilson","TX"
"42097",1313,1064,992,"Northumberland","PA"
"13179",3052,2791,2025,"Liberty","GA"
"22071",7513,6445,5854,"Orleans","LA"
"29199",NA,NA,NA,"Scotland","MO"
"31083",4067,3962,28,"Harlan","NE"
"36061",5817,3789,47,"New York","NY"
"37169",1677,1395,1207,"Stokes","NC"
"38059",2677,2400,609,"Morton","ND"
"42105",1593,1330,95,"Potter","PA"
"05147",NA,NA,NA,"Woodruff","AR"
"08089",3422,3079,261,"Otero","CO"
"18131",2534,2144,126,"Pulaski","IN"
"19091",2722,2442,86,"Humboldt","IA"
"21239",2373,1940,653,"Woodford","KY"
"20189",NA,NA,NA,"Stevens","KS"
"29025",2647,2304,133,"Caldwell","MO"
"34013",3147,2543,12487,"Essex","NJ"
"31019",3790,3427,568,"Buffalo","NE"
"40037",3331,2878,1154,"Creek","OK"
"41003",1580,1228,1581,"Benton","OR"
"46073",NA,NA,NA,"Jerauld","SD"
"47015",2519,2155,312,"Cannon","TN"
"48441",2607,2087,3291,"Taylor","TX"
"54093",NA,NA,NA,"Tucker","WV"
"50021",NA,NA,NA,"Rutland","VT"
"72151",NA,NA,NA,"Yabucoa",NA
"01033",2397,2086,1094,"Colbert","AL"
"08083",2183,1687,753,"Montezuma","CO"
"20097",NA,NA,NA,"Kiowa","KS"
"20209",2715,2464,3813,"Wyandotte","KS"
"21179",2592,2207,1306,"Nelson","KY"
"37103",2619,2497,193,"Jones","NC"
"16055",1631,1277,4695,"Kootenai","ID"
"47043",2289,1937,1431,"Dickson","TN"
"48155",NA,NA,NA,"Foard","TX"
"27097",2941,2598,824,"Morrison","MN"
"51177",2186,1820,5847,"Spotsylvania","VA"
"37025",2043,1729,6531,"Cabarrus","NC"
"42113",1657,1563,43,"Sullivan","PA"
"38045",NA,NA,NA,"LaMoure","ND"
"39083",2720,2383,1067,"Knox","OH"
"42117",1295,1039,95,"Tioga","PA"
"51183",2201,1927,255,"Sussex","VA"
"48179",2674,2316,259,"Gray","TX"
"37071",2320,2080,6816,"Gaston","NC"
"31069",NA,NA,NA,"Garden","NE"
"48191",NA,NA,NA,"Hall","TX"
"31023",3036,2760,48,"Butler","NE"
"36111",1944,1548,2029,"Ulster","NY"
"51197",1742,1527,387,"Wythe","VA"
"38091",NA,NA,NA,"Steele","ND"
"05085",2655,2405,2882,"Lonoke","AR"
"05075",2369,2183,182,"Lawrence","AR"
"29161",2463,2221,550,"Phelps","MO"
"26071",2056,1741,100,"Iron","MI"
"27099",2404,2133,1091,"Mower","MN"
"36015",1291,1015,831,"Chemung","NY"
"37159",2262,1994,3821,"Rowan","NC"
"48243",NA,NA,NA,"Jeff Davis","TX"
"51520",1966,1763,269,"Bristol","VA"
"48261",NA,NA,NA,"Kenedy","TX"
"01045",2498,2212,1149,"Dale","AL"
"05101",NA,NA,NA,"Newton","AR"
"13193",2716,2438,54,"Macon","GA"
"31091",NA,NA,NA,"Hooker","NE"
"18143",2211,1975,456,"Scott","IN"
"19121",3180,2804,505,"Madison","IA"
"18079",2083,1854,371,"Jennings","IN"
"20135",NA,NA,NA,"Ness","KS"
"21189",NA,NA,NA,"Owsley","KY"
"19075",2645,2302,193,"Grundy","IA"
"27153",2712,2457,394,"Todd","MN"
"28153",2657,2459,113,"Wayne","MS"
"36123",1385,1183,142,"Yates","NY"
"37109",2444,2095,2676,"Lincoln","NC"
"31115",NA,NA,NA,"Loup","NE"
"47119",2229,1904,3040,"Maury","TN"
"48103",2587,2200,37,"Crane","TX"
"48063",2329,1905,132,"Camp","TX"
"51037",1896,1569,134,"Charlotte","VA"
"72125",NA,NA,NA,"San Germán",NA
"54015",NA,NA,NA,"Clay","WV"
"18117",2232,2054,169,"Orange","IN"
"19049",3023,2598,3341,"Dallas","IA"
"19167",2614,2348,113,"Sioux","IA"
"12027",4066,3430,344,"DeSoto","FL"
"21201",NA,NA,NA,"Robertson","KY"
"21029",2809,2276,3004,"Bullitt","KY"
"13157",2480,2052,2542,"Jackson","GA"
"16021",1882,1588,321,"Boundary","ID"
"31071",NA,NA,NA,"Garfield","NE"
"45089",2523,2303,205,"Williamsburg","SC"
"55123",2119,1782,171,"Vernon","WI"
"45069",1860,1634,163,"Marlboro","SC"
"48111",3325,3048,63,"Dallam","TX"
"51670",2123,1813,755,"Hopewell","VA"
"48055",2411,1892,448,"Caldwell","TX"
"41013",1863,1473,537,"Crook","OR"
"29043",2690,2293,2870,"Christian","MO"
"27147",2843,2540,1409,"Steele","MN"
"55037",1842,1797,44,"Florence","WI"
"31185",3332,2962,164,"York","NE"
"17101",2285,1826,44,"Lawrence","IL"
"37187",2557,2516,95,"Washington","NC"
"17009",NA,NA,NA,"Brown","IL"
"08007",3039,2524,288,"Archuleta","CO"
"47189",2463,2083,4910,"Wilson","TN"
"46107",NA,NA,NA,"Potter","SD"
"55015",2018,1482,777,"Calumet","WI"
"18091",2167,1873,2519,"LaPorte","IN"
"36067",1655,1224,7452,"Onondaga","NY"
"19193",2496,2187,2297,"Woodbury","IA"
"49053",1666,1306,4981,"Washington","UT"
"21063",NA,NA,NA,"Elliott","KY"
"19147",2780,2538,73,"Palo Alto","IA"
"17167",2448,2159,1738,"Sangamon","IL"
"35031",2119,1873,215,"McKinley","NM"
"24013",2389,2103,8674,"Carroll","MD"
"37079",2248,1915,257,"Greene","NC"
"47065",2794,2375,11452,"Hamilton","TN"
"17127",2717,2417,77,"Massac","IL"
"47075",2321,2024,245,"Haywood","TN"
"19003",NA,NA,NA,"Adams","IA"
"54077",1685,1532,322,"Preston","WV"
"17165",2562,2343,137,"Saline","IL"
"17163",2866,2542,5609,"St. Clair","IL"
"19019",2490,2175,175,"Buchanan","IA"
"19023",2597,2250,208,"Butler","IA"
"19033",2262,1870,734,"Cerro Gordo","IA"
"21095",2223,1761,78,"Harlan","KY"
"19041",2476,2239,131,"Clay","IA"
"42057",1412,1091,198,"Fulton","PA"
"20037",NA,NA,NA,"Crawford","KS"
"20073",NA,NA,NA,"Greenwood","KS"
"55131",1654,1404,2291,"Washington","WI"
"53021",1917,1602,2583,"Franklin","WA"
"42041",1660,1407,7951,"Cumberland","PA"
"29059",2526,2260,275,"Dallas","MO"
"51133",2298,1887,364,"Northumberland","VA"
"21069",2193,1949,89,"Fleming","KY"
"21079",2203,1880,320,"Garrard","KY"
"31013",3235,3011,185,"Box Butte","NE"
"20057",2918,2565,327,"Ford","KS"
"17077",3073,2589,352,"Jackson","IL"
"12001",3092,2610,5224,"Alachua","FL"
"48177",2402,1912,135,"Gonzales","TX"
"18119",2524,2301,344,"Owen","IN"
"72067",NA,NA,NA,"Hormigueros",NA
"17025",3175,2755,42,"Clay","IL"
"18161",2191,2045,59,"Union","IN"
"42077",1696,1379,8370,"Lehigh","PA"
"42083",1405,1098,210,"McKean","PA"
"29125",2741,2362,110,"Maries","MO"
"26039",2224,1860,175,"Crawford","MI"
"27161",2483,2231,520,"Waseca","MN"
"51683",2215,1899,1472,"Manassas","VA"
"31087",NA,NA,NA,"Hitchcock","NE"
"32011",NA,NA,NA,"Eureka","NV"
"36005",3137,2566,3116,"Bronx","NY"
"31085",NA,NA,NA,"Hayes","NE"
"27105",3122,2980,187,"Nobles","MN"
"39023",1780,1511,2846,"Clark","OH"
"35013",1967,1587,4475,"Doña Ana","NM"
"26161",3506,2975,5244,"Washtenaw","MI"
"31139",3405,3186,57,"Pierce","NE"
"26015",2972,2635,86,"Barry","MI"
"35021",NA,NA,NA,"Harding","NM"
"39065",2016,1758,329,"Hardin","OH"
"05029",2729,2603,246,"Conway","AR"
"01123",2472,2070,682,"Tallapoosa","AL"
"31165",NA,NA,NA,"Sioux","NE"
"55113",2147,1824,198,"Sawyer","WI"
"55125",1678,1506,277,"Vilas","WI"
"55141",1731,1517,668,"Wood","WI"
"38093",2528,2187,311,"Stutsman","ND"
"38099",1970,1770,95,"Walsh","ND"
"39129",2350,1988,1250,"Pickaway","OH"
"39131",2196,1984,201,"Pike","OH"
"46017",NA,NA,NA,"Buffalo","SD"
"39057",2346,2045,3576,"Greene","OH"
"39049",2278,1990,22473,"Franklin","OH"
"29165",3158,2771,3484,"Platte","MO"
"48049",2322,1979,377,"Brown","TX"
"48135",2983,2568,3735,"Ector","TX"
"48235",NA,NA,NA,"Irion","TX"
"49041",1669,1425,412,"Sevier","UT"
"51101",2114,1764,855,"King William","VA"
"53055",2924,2397,271,"San Juan","WA"
"13277",2053,1816,799,"Tift","GA"
"56041",2030,1638,587,"Uinta","WY"
"28067",2578,2246,568,"Jones","MS"
"13071",2136,1873,635,"Colquitt","GA"
"48435",NA,NA,NA,"Sutton","TX"
"55021",2031,1730,795,"Columbia","WI"
"55127",1896,1590,1986,"Walworth","WI"
"51820",1570,1330,784,"Waynesboro","VA"
"32029",1641,1270,131,"Storey","NV"
"72135",NA,NA,NA,"Toa Alta",NA
"72015",NA,NA,NA,"Arroyo",NA
"72137",NA,NA,NA,"Toa Baja",NA
"72149",NA,NA,NA,"Villalba",NA
"26027",2757,2283,680,"Cass","MI"
"12115",4165,3474,11961,"Sarasota","FL"
"20021",NA,NA,NA,"Cherokee","KS"
"45041",2178,1858,2965,"Florence","SC"
"27017",2688,2371,797,"Carlton","MN"
"13075",1979,1758,293,"Cook","GA"
"13155",2446,2170,99,"Irwin","GA"
"48065",2975,2625,95,"Carson","TX"
"38027",NA,NA,NA,"Eddy","ND"
"20005",NA,NA,NA,"Atchison","KS"
"51600",2734,2213,858,"Fairfax","VA"
"51640",1473,971,69,"Galax","VA"
"20013",NA,NA,NA,"Brown","KS"
"29205",NA,NA,NA,"Shelby","MO"
"51690",1678,1408,257,"Martinsville","VA"
"19001",2667,2349,95,"Adair","IA"
"48221",3142,2437,1245,"Hood","TX"
"12015",4534,3872,5815,"Charlotte","FL"
"13077",2403,2093,5703,"Coweta","GA"
"17011",2428,2222,267,"Bureau","IL"
"39173",2203,1902,2044,"Wood","OH"
"48091",2434,1684,2293,"Comal","TX"
"48133",2888,2371,155,"Eastland","TX"
"48497",3365,2708,1718,"Wise","TX"
"17139",2540,2145,101,"Moultrie","IL"
"17029",2212,1909,310,"Coles","IL"
"19067",2212,1996,89,"Floyd","IA"
"20049",NA,NA,NA,"Elk","KS"
"19081",2472,2109,69,"Hancock","IA"
"26045",2328,2010,1968,"Eaton","MI"
"19085",3366,2837,209,"Harrison","IA"
"47159",2282,1957,436,"Smith","TN"
"48117",2917,2446,171,"Deaf Smith","TX"
"26067",2474,2114,825,"Ionia","MI"
"20205",NA,NA,NA,"Wilson","KS"
"20203",NA,NA,NA,"Wichita","KS"
"48125",NA,NA,NA,"Dickens","TX"
"49031",NA,NA,NA,"Piute","UT"
"26081",2191,1815,10786,"Kent","MI"
"37085",2355,2013,4577,"Harnett","NC"
"37183",2468,2071,38460,"Wake","NC"
"26107",NA,NA,NA,"Mecosta","MI"
"27159",2982,2800,173,"Wadena","MN"
"46037",NA,NA,NA,"Day","SD"
"21181",2144,1777,55,"Nicholas","KY"
"26123",2619,2249,550,"Newaygo","MI"
"21197",NA,NA,NA,"Powell","KY"
"47165",2407,2014,6446,"Sumner","TN"
"27051",3104,2832,68,"Grant","MN"
"17049",2651,2277,173,"Effingham","IL"
"17061",2527,2351,49,"Greene","IL"
"21013",2024,1778,57,"Bell","KY"
"27003",3239,2903,14769,"Anoka","MN"
"27015",2728,2345,393,"Brown","MN"
"42001",1381,1126,3258,"Adams","PA"
"46013",2782,2398,566,"Brown","SD"
"46083",4370,3726,1743,"Lincoln","SD"
"40093",3431,2856,62,"Major","OK"
"46005",NA,NA,NA,"Beadle","SD"
"21033",2640,2324,136,"Caldwell","KY"
"47017",2296,2028,325,"Carroll","TN"
"46111",NA,NA,NA,"Sanborn","SD"
"42015",1495,1084,528,"Bradford","PA"
"37087",2148,1784,1418,"Haywood","NC"
"48017",2572,2342,46,"Bailey","TX"
"46019",NA,NA,NA,"Butte","SD"
"47063",1670,1402,1430,"Hamblen","TN"
"48025",2462,1870,199,"Bee","TX"
"46059",NA,NA,NA,"Hand","SD"
"42029",2502,1878,15746,"Chester","PA"
"46099",3270,2847,4882,"Minnehaha","SD"
"49001",1693,1247,131,"Beaver","UT"
"27073",3061,2994,89,"Lac qui Parle","MN"
"42037",1678,1354,677,"Columbia","PA"
"47101",2328,2054,241,"Lewis","TN"
"31033",3510,3040,186,"Cheyenne","NE"
"51003",2269,1879,3574,"Albemarle","VA"
"56003",2209,1783,172,"Big Horn","WY"
"55089",1848,1563,1789,"Ozaukee","WI"
"47161",2720,2330,307,"Stewart","TN"
"55099",1970,1640,70,"Price","WI"
"45059",1722,1451,1087,"Laurens","SC"
"45063",1870,1541,8571,"Lexington","SC"
"56019",2844,2395,303,"Johnson","WY"
"55119",NA,NA,NA,"Taylor","WI"
"51089",1611,1379,976,"Henry","VA"
"44005",3301,2892,1206,"Newport","RI"
"48447",NA,NA,NA,"Throckmorton","TX"
"19107",2715,2530,33,"Keokuk","IA"
"17203",2549,2234,432,"Woodford","IL"
"13187",2417,2003,962,"Lumpkin","GA"
"39161",1805,1596,291,"Van Wert","OH"
"12043",4186,3807,193,"Glades","FL"
"12051",3650,3401,572,"Hendry","FL"
"48469",2576,2153,1691,"Victoria","TX"
"48481",3139,2427,436,"Wharton","TX"
"13219",2382,2020,1548,"Oconee","GA"
"13225",2474,2256,642,"Peach","GA"
"13237",2526,1986,462,"Putnam","GA"
"13165",3085,2805,37,"Jenkins","GA"
"48239",3113,2784,164,"Jackson","TX"
"24009",2758,2394,4209,"Calvert","MD"
"13245",2140,1868,5170,"Richmond","GA"
"13283",NA,NA,NA,"Treutlen","GA"
"13273",2360,1887,92,"Terrell","GA"
"13289",2038,1878,80,"Twiggs","GA"
"20077",2724,2448,67,"Harper","KS"
"05025",2842,2452,81,"Cleveland","AR"
"19017",2641,2259,278,"Bremer","IA"
"48219",2660,2178,337,"Hockley","TX"
"17153",NA,NA,NA,"Pulaski","IL"
"39003",1856,1643,998,"Allen","OH"
"40107",NA,NA,NA,"Okfuskee","OK"
"27165",2671,2461,121,"Watonwan","MN"
"27149",3182,2768,112,"Stevens","MN"
"39067",1867,1620,134,"Harrison","OH"
"28083",2808,2639,127,"Leflore","MS"
"29039",2310,2005,207,"Cedar","MO"
"31155",4261,3590,465,"Saunders","NE"
"31049",NA,NA,NA,"Deuel","NE"
"27141",3536,3062,4418,"Sherburne","MN"
"48345",NA,NA,NA,"Motley","TX"
"13307",NA,NA,NA,"Webster","GA"
"13311",2412,1959,685,"White","GA"
"41053",1543,1274,2418,"Polk","OR"
"13167",2055,1706,59,"Johnson","GA"
"55057",2053,1723,279,"Juneau","WI"
"55073",1724,1470,1341,"Marathon","WI"
"55053",2172,1893,154,"Jackson","WI"
"72095",NA,NA,NA,"Maunabo",NA
"72009",NA,NA,NA,"Aibonito",NA
"55035",1807,1546,1220,"Eau Claire","WI"
"18003",1811,1570,7598,"Allen","IN"
"20045",2961,2644,2650,"Douglas","KS"
"18033",1756,1537,824,"DeKalb","IN"
"19087",2383,2166,164,"Henry","IA"
"18011",2750,2235,1672,"Boone","IN"
"18097",2405,2095,17750,"Marion","IN"
"19015",2842,2545,604,"Boone","IA"
"39091",2015,1732,740,"Logan","OH"
"29167",2609,2277,736,"Polk","MO"
"19115",2446,2283,76,"Louisa","IA"
"19173",3214,2655,39,"Taylor","IA"
"39029",1841,1555,1358,"Columbiana","OH"
"20065",NA,NA,NA,"Graham","KS"
"45091",2174,1769,8836,"York","SC"
"55019",1987,1757,167,"Clark","WI"
"20123",NA,NA,NA,"Mitchell","KS"
"20157",NA,NA,NA,"Republic","KS"
"20201",NA,NA,NA,"Washington","KS"
"38007",NA,NA,NA,"Billings","ND"
"40149",3321,2677,121,"Washita","OK"
"40101",2973,2556,966,"Muskogee","OK"
"26035",2106,1812,285,"Clare","MI"
"01027",2597,2213,119,"Clay","AL"
"01037",2523,2284,107,"Coosa","AL"
"37161",2067,1814,1200,"Rutherford","NC"
"40039",3645,3255,494,"Custer","OK"
"05135",2382,2145,301,"Sharp","AR"
"37177",NA,NA,NA,"Tyrrell","NC"
"51035",1363,1121,528,"Carroll","VA"
"19051",3148,2415,52,"Davis","IA"
"01069",2478,2191,2872,"Houston","AL"
"13023",2479,2289,163,"Bleckley","GA"
"20121",3063,2671,1101,"Miami","KS"
"13285",2166,1865,1858,"Troup","GA"
"37131",2701,2443,153,"Northampton","NC"
"08121",NA,NA,NA,"Washington","CO"
"08077",1955,1581,5601,"Mesa","CO"
"48309",2047,1560,3438,"McLennan","TX"
"39117",2835,2431,578,"Morrow","OH"
"20153",NA,NA,NA,"Rawlins","KS"
"17129",2822,2424,93,"Menard","IL"
"39121",1735,1545,78,"Noble","OH"
"20193",NA,NA,NA,"Thomas","KS"
"16057",1748,1348,845,"Latah","ID"
"48367",3349,2588,4354,"Parker","TX"
"39135",2221,1973,758,"Preble","OH"
"13059",2281,1942,2765,"Clarke","GA"
"19143",NA,NA,NA,"Osceola","IA"
"39139",1880,1593,2384,"Richland","OH"
"48391",3729,3157,61,"Refugio","TX"
"17181",2612,2426,71,"Union","IL"
"48401",2150,1762,506,"Rusk","TX"
"19181",2924,2495,1981,"Warren","IA"
"19185",3046,2559,22,"Wayne","IA"
"31059",3333,2800,37,"Fillmore","NE"
"48223",2747,2354,388,"Hopkins","TX"
"48423",2559,1992,3646,"Smith","TX"
"48231",2725,2104,1980,"Hunt","TX"
"36105",1954,1546,978,"Sullivan","NY"
"48313",2784,2080,112,"Madison","TX"
"51187",2037,1736,2243,"Warren","VA"
"36017",1699,1374,414,"Chenango","NY"
"48477",2624,2210,479,"Washington","TX"
"48291",3110,2571,1174,"Liberty","TX"
"01103",2422,2090,3408,"Morgan","AL"
