"FIPS","mean_premium","median_premium","n_obs","NAME","StateAbb"
"19037",1435,1254,81,"Chickasaw","IA"
"27005",1704,1397,854,"Becker","MN"
"29085",NA,NA,NA,"Hickory","MO"
"27061",1611,1394,1109,"Itasca","MN"
"36037",1194,933,1033,"Genesee","NY"
"31143",1899,1770,58,"Polk","NE"
"40097",1884,1648,468,"Mayes","OK"
"46025",NA,NA,NA,"Clark","SD"
"48499",1696,1427,538,"Wood","TX"
"48393",NA,NA,NA,"Roberts","TX"
"54105",NA,NA,NA,"Wirt","WV"
"72061",NA,NA,NA,"Guaynabo",NA
"18095",1250,1089,2501,"Madison","IN"
"01059",1534,1405,264,"Franklin","AL"
"06075",2103,1316,1969,"San Francisco","CA"
"13047",1431,1227,2511,"Catoosa","GA"
"19191",1413,1249,123,"Winneshiek","IA"
"28093",1903,1689,564,"Marshall","MS"
"28087",1699,1526,1053,"Lowndes","MS"
"29181",NA,NA,NA,"Ripley","MO"
"36115",1202,1002,1108,"Washington","NY"
"46027",1604,1414,282,"Clay","SD"
"53071",1349,1101,1515,"Walla Walla","WA"
"08087",2106,1940,614,"Morgan","CO"
"17053",1367,1177,121,"Ford","IL"
"19103",1582,1300,1451,"Johnson","IA"
"20015",2182,1966,2198,"Butler","KS"
"21149",1418,1333,73,"McLean","KY"
"22043",949,712,142,"Grant","LA"
"28137",1811,1580,595,"Tate","MS"
"28017",1861,1740,34,"Chickasaw","MS"
"36099",1554,1256,333,"Seneca","NY"
"28029",2058,1880,244,"Copiah","MS"
"42075",985,760,3264,"Lebanon","PA"
"48353",1948,1855,149,"Nolan","TX"
"51775",984,781,1515,"Salem","VA"
"54031",1211,1020,100,"Hardy","WV"
"01029",1549,1312,159,"Cleburne","AL"
"55077",1267,996,165,"Marquette","WI"
"35015",2095,1862,1844,"Eddy","NM"
"19069",1417,1226,84,"Franklin","IA"
"28111",2313,2160,91,"Perry","MS"
"21207",1406,1265,148,"Russell","KY"
"24047",1684,1389,2006,"Worcester","MD"
"47081",1539,1283,315,"Hickman","TN"
"48217",1938,1678,465,"Hill","TX"
"42045",1833,1493,18379,"Delaware","PA"
"48129",NA,NA,NA,"Donley","TX"
"51135",1297,1158,294,"Nottoway","VA"
"13055",1653,1474,301,"Chattooga","GA"
"19109",1300,1165,140,"Kossuth","IA"
"27027",1569,1390,1903,"Clay","MN"
"36009",1242,1051,751,"Cattaraugus","NY"
"06087",1998,1281,4014,"Santa Cruz","CA"
"24015",1427,1217,4225,"Cecil","MD"
"26021",1758,1516,216,"Berrien","MI"
"28003",2229,1955,289,"Alcorn","MS"
"29145",1555,1390,1462,"Newton","MO"
"48215",1608,1270,8920,"Hidalgo","TX"
"48403",NA,NA,NA,"Sabine","TX"
"01009",1591,1438,1088,"Blount","AL"
"08013",2247,1949,8573,"Boulder","CO"
"13247",1885,1589,3215,"Rockdale","GA"
"17027",1501,1361,395,"Clinton","IL"
"18055",1542,1397,289,"Greene","IN"
"20027",NA,NA,NA,"Clay","KS"
"21073",1433,1207,1092,"Franklin","KY"
"28133",2346,2001,89,"Sunflower","MS"
"31149",NA,NA,NA,"Rock","NE"
"45087",1272,1081,285,"Union","SC"
"47113",1630,1421,2247,"Madison","TN"
"51740",1591,1334,4188,"Portsmouth","VA"
"72101",NA,NA,NA,"Morovis",NA
"51810",1898,1543,22599,"Virginia Beach","VA"
"55049",1416,1099,300,"Iowa","WI"
"17055",1496,1311,281,"Franklin","IL"
"19171",1317,1181,237,"Tama","IA"
"19101",1673,1294,147,"Jefferson","IA"
"20107",NA,NA,NA,"Linn","KS"
"37083",1193,1022,738,"Halifax","NC"
"21155",1468,1324,237,"Marion","KY"
"38069",1379,1157,48,"Pierce","ND"
"17187",1183,1044,158,"Warren","IL"
"46123",1393,1307,44,"Tripp","SD"
"72153",NA,NA,NA,"Yauco",NA
"42131",1122,899,407,"Wyoming","PA"
"05021",1575,1335,94,"Clay","AR"
"12047",1621,1511,61,"Hamilton","FL"
"18043",1498,1267,2303,"Floyd","IN"
"26057",2096,1903,378,"Gratiot","MI"
"19137",1724,1568,168,"Montgomery","IA"
"27151",1398,1228,231,"Swift","MN"
"27127",1558,1327,184,"Redwood","MN"
"20023",NA,NA,NA,"Cheyenne","KS"
"21087",1670,1449,56,"Green","KY"
"17041",1458,1244,193,"Douglas","IL"
"17095",1186,976,1002,"Knox","IL"
"51590",988,805,1302,"Danville","VA"
"55065",1412,1171,98,"Lafayette","WI"
"48195",NA,NA,NA,"Hansford","TX"
"48437",1566,1267,49,"Swisher","TX"
"08095",2384,2118,76,"Phillips","CO"
"17067",1469,1294,105,"Hancock","IL"
"26101",1575,1414,307,"Manistee","MI"
"30075",NA,NA,NA,"Powder River","MT"
"31127",1811,1699,135,"Nemaha","NE"
"28059",2773,2511,2972,"Jackson","MS"
"48483",NA,NA,NA,"Wheeler","TX"
"46101",1758,1509,95,"Moody","SD"
"45083",1206,1003,9219,"Spartanburg","SC"
"04025",1091,885,7137,"Yavapai","AZ"
"13067",2008,1664,31085,"Cobb","GA"
"13043",1694,1361,133,"Candler","GA"
"31075",NA,NA,NA,"Grant","NE"
"19099",1322,1148,928,"Jasper","IA"
"21009",1534,1366,530,"Barren","KY"
"19175",1458,1197,191,"Union","IA"
"26143",1218,1015,503,"Roscommon","MI"
"29151",1521,1376,132,"Osage","MO"
"28085",2233,1931,328,"Lincoln","MS"
"39047",1203,1046,332,"Fayette","OH"
"47177",1344,1171,447,"Warren","TN"
"48227",1824,1458,381,"Howard","TX"
"48151",NA,NA,NA,"Fisher","TX"
"72005",NA,NA,NA,"Aguadilla",NA
"48357",1933,1579,113,"Ochiltree","TX"
"17115",1128,971,1363,"Macon","IL"
"08025",NA,NA,NA,"Crowley","CO"
"19011",1348,1188,561,"Benton","IA"
"19065",1270,1095,144,"Fayette","IA"
"20133",NA,NA,NA,"Neosho","KS"
"27085",1765,1581,1371,"McLeod","MN"
"13021",1688,1431,4764,"Bibb","GA"
"38035",1538,1350,1551,"Grand Forks","ND"
"22001",2028,1685,617,"Acadia","LA"
"17117",1534,1366,401,"Macoupin","IL"
"47173",1338,1198,323,"Union","TN"
"48031",2063,1492,151,"Blanco","TX"
"48331",1557,1266,277,"Milam","TX"
"48067",1616,1243,258,"Cass","TX"
"08103",1129,940,202,"Rio Blanco","CO"
"17111",1561,1264,9290,"McHenry","IL"
"20129",NA,NA,NA,"Morton","KS"
"26139",1290,1071,257,"Ottawa","MI"
"35023",NA,NA,NA,"Hidalgo","NM"
"42085",962,779,1635,"Mercer","PA"
"13161",1610,1419,213,"Jeff Davis","GA"
"01013",1699,1569,191,"Butler","AL"
"05097",1548,1341,73,"Montgomery","AR"
"08014",2003,1791,2738,"Broomfield","CO"
"13269",1760,1571,105,"Taylor","GA"
"18181",1417,1169,529,"White","IN"
"20031",NA,NA,NA,"Coffey","KS"
"29175",1453,1262,312,"Randolph","MO"
"29187",1491,1374,909,"St. Francois","MO"
"27079",1845,1602,958,"Le Sueur","MN"
"28061",1830,1630,86,"Jasper","MS"
"42043",1036,786,7093,"Dauphin","PA"
"46057",NA,NA,NA,"Hamlin","SD"
"47105",1406,1216,1437,"Loudon","TN"
"48297",2387,1846,112,"Live Oak","TX"
"51680",927,765,2590,"Lynchburg","VA"
"55135",1121,936,636,"Waupaca","WI"
"54095",NA,NA,NA,"Tyler","WV"
"01093",1647,1514,312,"Marion","AL"
"55061",1262,1065,262,"Kewaunee","WI"
"18137",1395,1293,278,"Ripley","IN"
"20115",NA,NA,NA,"Marion","KS"
"28101",1964,1658,187,"Newton","MS"
"13249",1541,1303,69,"Schley","GA"
"13201",2237,1661,64,"Miller","GA"
"38009",1671,1485,94,"Bottineau","ND"
"51610",5306,5203,796,"Falls Church","VA"
"48493",1900,1380,1148,"Wilson","TX"
"42097",935,730,1337,"Northumberland","PA"
"13179",1801,1561,2141,"Liberty","GA"
"22071",4200,3682,6933,"Orleans","LA"
"29199",NA,NA,NA,"Scotland","MO"
"31083",2000,1972,36,"Harlan","NE"
"36061",4745,3699,95,"New York","NY"
"37169",1103,919,1445,"Stokes","NC"
"38059",1929,1717,785,"Morton","ND"
"42105",982,877,127,"Potter","PA"
"05147",NA,NA,NA,"Woodruff","AR"
"08089",1751,1588,340,"Otero","CO"
"18131",1356,1219,117,"Pulaski","IN"
"19091",1238,1111,132,"Humboldt","IA"
"21239",1465,1234,847,"Woodford","KY"
"20189",NA,NA,NA,"Stevens","KS"
"29025",1788,1436,121,"Caldwell","MO"
"34013",2352,1778,13274,"Essex","NJ"
"31019",2114,1933,995,"Buffalo","NE"
"40037",2166,1867,1216,"Creek","OK"
"41003",1035,784,1776,"Benton","OR"
"46073",NA,NA,NA,"Jerauld","SD"
"47015",1633,1464,238,"Cannon","TN"
"48441",1842,1536,3545,"Taylor","TX"
"54093",NA,NA,NA,"Tucker","WV"
"50021",1307,1055,697,"Rutland","VT"
"72151",NA,NA,NA,"Yabucoa",NA
"01033",1445,1293,1254,"Colbert","AL"
"08083",1225,989,800,"Montezuma","CO"
"20097",NA,NA,NA,"Kiowa","KS"
"20209",1684,1506,4123,"Wyandotte","KS"
"21179",1735,1450,1218,"Nelson","KY"
"37103",1844,1703,232,"Jones","NC"
"16055",1106,831,6699,"Kootenai","ID"
"47043",1567,1315,1096,"Dickson","TN"
"48155",NA,NA,NA,"Foard","TX"
"27097",1596,1384,741,"Morrison","MN"
"51177",1350,1070,7234,"Spotsylvania","VA"
"37025",1263,1048,7324,"Cabarrus","NC"
"42113",1308,917,61,"Sullivan","PA"
"38045",NA,NA,NA,"LaMoure","ND"
"39083",1336,1132,1086,"Knox","OH"
"42117",1053,782,333,"Tioga","PA"
"51183",1325,1106,268,"Sussex","VA"
"48179",2073,1830,268,"Gray","TX"
"37071",1174,936,7204,"Gaston","NC"
"31069",NA,NA,NA,"Garden","NE"
"48191",NA,NA,NA,"Hall","TX"
"31023",1893,1760,40,"Butler","NE"
"36111",1673,1312,3080,"Ulster","NY"
"51197",1061,896,453,"Wythe","VA"
"38091",NA,NA,NA,"Steele","ND"
"05085",1793,1602,3278,"Lonoke","AR"
"05075",1244,1191,144,"Lawrence","AR"
"29161",1617,1461,708,"Phelps","MO"
"26071",1500,1274,97,"Iron","MI"
"27099",1568,1365,1455,"Mower","MN"
"36015",1501,1127,1183,"Chemung","NY"
"37159",1135,950,3863,"Rowan","NC"
"48243",NA,NA,NA,"Jeff Davis","TX"
"51520",1177,1025,379,"Bristol","VA"
"48261",NA,NA,NA,"Kenedy","TX"
"01045",1645,1517,1124,"Dale","AL"
"05101",NA,NA,NA,"Newton","AR"
"13193",1622,1431,73,"Macon","GA"
"31091",NA,NA,NA,"Hooker","NE"
"18143",1503,1356,271,"Scott","IN"
"19121",1628,1473,624,"Madison","IA"
"18079",1283,1108,384,"Jennings","IN"
"20135",NA,NA,NA,"Ness","KS"
"21189",NA,NA,NA,"Owsley","KY"
"19075",1275,1141,202,"Grundy","IA"
"27153",1535,1391,433,"Todd","MN"
"28153",1859,1808,123,"Wayne","MS"
"36123",1260,1052,226,"Yates","NY"
"37109",1329,1113,2669,"Lincoln","NC"
"31115",NA,NA,NA,"Loup","NE"
"47119",1424,1220,3081,"Maury","TN"
"48103",1752,1458,32,"Crane","TX"
"48063",2146,1731,129,"Camp","TX"
"51037",1097,924,154,"Charlotte","VA"
"72125",NA,NA,NA,"San Germán",NA
"54015",NA,NA,NA,"Clay","WV"
"18117",1533,1409,143,"Orange","IN"
"19049",1666,1355,3798,"Dallas","IA"
"19167",1319,1124,167,"Sioux","IA"
"12027",2038,1763,383,"DeSoto","FL"
"21201",NA,NA,NA,"Robertson","KY"
"21029",1595,1390,2891,"Bullitt","KY"
"13157",1626,1328,2526,"Jackson","GA"
"16021",1212,955,458,"Boundary","ID"
"31071",NA,NA,NA,"Garfield","NE"
"45089",1718,1560,221,"Williamsburg","SC"
"55123",1439,1085,178,"Vernon","WI"
"45069",1375,1233,159,"Marlboro","SC"
"48111",2237,2126,81,"Dallam","TX"
"51670",1053,852,921,"Hopewell","VA"
"48055",1745,1395,545,"Caldwell","TX"
"41013",1146,815,465,"Crook","OR"
"29043",1686,1448,3268,"Christian","MO"
"27147",1704,1575,1532,"Steele","MN"
"55037",1579,1367,46,"Florence","WI"
"31185",1818,1624,245,"York","NE"
"17101",1530,1370,83,"Lawrence","IL"
"37187",2028,1770,106,"Washington","NC"
"17009",NA,NA,NA,"Brown","IL"
"08007",1497,1166,367,"Archuleta","CO"
"47189",1626,1363,4670,"Wilson","TN"
"46107",NA,NA,NA,"Potter","SD"
"55015",1058,850,858,"Calumet","WI"
"18091",1303,1133,2750,"LaPorte","IN"
"36067",1432,1072,9748,"Onondaga","NY"
"19193",1423,1244,2982,"Woodbury","IA"
"49053",1010,729,4931,"Washington","UT"
"21063",NA,NA,NA,"Elliott","KY"
"19147",1220,1066,112,"Palo Alto","IA"
"17167",1354,1158,2076,"Sangamon","IL"
"35031",1212,1061,301,"McKinley","NM"
"24013",1427,1164,10393,"Carroll","MD"
"37079",1589,1343,328,"Greene","NC"
"47065",1990,1642,13542,"Hamilton","TN"
"17127",1538,1392,110,"Massac","IL"
"47075",1607,1387,256,"Haywood","TN"
"19003",NA,NA,NA,"Adams","IA"
"54077",1271,1094,373,"Preston","WV"
"17165",1470,1260,142,"Saline","IL"
"17163",1625,1427,6021,"St. Clair","IL"
"19019",1353,1100,178,"Buchanan","IA"
"19023",1377,1230,202,"Butler","IA"
"19033",1272,1113,1035,"Cerro Gordo","IA"
"21095",1501,1238,126,"Harlan","KY"
"19041",1408,1197,165,"Clay","IA"
"42057",979,807,209,"Fulton","PA"
"20037",NA,NA,NA,"Crawford","KS"
"20073",NA,NA,NA,"Greenwood","KS"
"55131",1194,954,2755,"Washington","WI"
"53021",1128,944,2315,"Franklin","WA"
"42041",1090,859,8215,"Cumberland","PA"
"29059",1588,1450,293,"Dallas","MO"
"51133",1588,1373,345,"Northumberland","VA"
"21069",1301,1190,63,"Fleming","KY"
"21079",1440,1320,329,"Garrard","KY"
"31013",2132,1944,382,"Box Butte","NE"
"20057",1991,1844,642,"Ford","KS"
"17077",1691,1469,410,"Jackson","IL"
"12001",1530,1250,5739,"Alachua","FL"
"48177",1958,1518,154,"Gonzales","TX"
"18119",1525,1338,301,"Owen","IN"
"72067",NA,NA,NA,"Hormigueros",NA
"17025",1475,1266,59,"Clay","IL"
"18161",1540,1385,48,"Union","IN"
"42077",1205,941,10021,"Lehigh","PA"
"42083",902,772,289,"McKean","PA"
"29125",1583,1469,108,"Maries","MO"
"26039",1306,1159,223,"Crawford","MI"
"27161",1644,1535,621,"Waseca","MN"
"51683",2399,1975,1284,"Manassas","VA"
"31087",NA,NA,NA,"Hitchcock","NE"
"32011",NA,NA,NA,"Eureka","NV"
"36005",2662,2168,3887,"Bronx","NY"
"31085",NA,NA,NA,"Hayes","NE"
"27105",1613,1456,239,"Nobles","MN"
"39023",1127,958,3765,"Clark","OH"
"35013",1187,962,5098,"Doña Ana","NM"
"26161",1975,1476,6412,"Washtenaw","MI"
"31139",1850,1608,100,"Pierce","NE"
"26015",1909,1674,43,"Barry","MI"
"35021",NA,NA,NA,"Harding","NM"
"39065",1383,1189,287,"Hardin","OH"
"05029",1627,1404,287,"Conway","AR"
"01123",1618,1405,768,"Tallapoosa","AL"
"31165",NA,NA,NA,"Sioux","NE"
"55113",1325,1107,175,"Sawyer","WI"
"55125",1265,1104,291,"Vilas","WI"
"55141",1091,905,644,"Wood","WI"
"38093",1509,1318,293,"Stutsman","ND"
"38099",2208,1809,116,"Walsh","ND"
"39129",1431,1200,1204,"Pickaway","OH"
"39131",1521,1326,215,"Pike","OH"
"46017",NA,NA,NA,"Buffalo","SD"
"39057",1338,1114,3922,"Greene","OH"
"39049",1385,1114,26180,"Franklin","OH"
"29165",1930,1648,4092,"Platte","MO"
"48049",1798,1538,332,"Brown","TX"
"48135",1717,1346,2535,"Ector","TX"
"48235",NA,NA,NA,"Irion","TX"
"49041",1080,926,379,"Sevier","UT"
"51101",1359,1046,963,"King William","VA"
"53055",1806,1552,361,"San Juan","WA"
"13277",1527,1351,813,"Tift","GA"
"56041",1146,966,805,"Uinta","WY"
"28067",1947,1752,599,"Jones","MS"
"13071",1476,1267,611,"Colquitt","GA"
"48435",NA,NA,NA,"Sutton","TX"
"55021",1384,1132,790,"Columbia","WI"
"55127",1261,1034,1785,"Walworth","WI"
"51820",1027,827,879,"Waynesboro","VA"
"32029",1246,846,157,"Storey","NV"
"72135",NA,NA,NA,"Toa Alta",NA
"72015",NA,NA,NA,"Arroyo",NA
"72137",NA,NA,NA,"Toa Baja",NA
"72149",NA,NA,NA,"Villalba",NA
"26027",1891,1588,696,"Cass","MI"
"12115",2104,1703,12650,"Sarasota","FL"
"20021",NA,NA,NA,"Cherokee","KS"
"45041",1587,1350,3947,"Florence","SC"
"27017",1599,1353,1161,"Carlton","MN"
"13075",1486,1245,325,"Cook","GA"
"13155",1785,1588,103,"Irwin","GA"
"48065",1964,1645,84,"Carson","TX"
"38027",NA,NA,NA,"Eddy","ND"
"20005",NA,NA,NA,"Atchison","KS"
"51600",1672,1365,1096,"Fairfax","VA"
"51640",791,744,75,"Galax","VA"
"20013",NA,NA,NA,"Brown","KS"
"29205",NA,NA,NA,"Shelby","MO"
"51690",1083,900,345,"Martinsville","VA"
"19001",1391,1250,134,"Adair","IA"
"48221",2203,1784,1457,"Hood","TX"
"12015",2274,1959,6030,"Charlotte","FL"
"13077",1602,1358,6543,"Coweta","GA"
"17011",1278,1123,316,"Bureau","IL"
"39173",1427,1222,2643,"Wood","OH"
"48091",1789,1222,3414,"Comal","TX"
"48133",2281,2027,124,"Eastland","TX"
"48497",2373,2034,1643,"Wise","TX"
"17139",1208,1119,138,"Moultrie","IL"
"17029",1354,1127,353,"Coles","IL"
"19067",1312,1237,111,"Floyd","IA"
"20049",NA,NA,NA,"Elk","KS"
"19081",1374,1182,119,"Hancock","IA"
"26045",1314,1106,2049,"Eaton","MI"
"19085",1561,1382,362,"Harrison","IA"
"47159",1592,1382,250,"Smith","TN"
"48117",1873,1692,152,"Deaf Smith","TX"
"26067",1406,1184,897,"Ionia","MI"
"20205",NA,NA,NA,"Wilson","KS"
"20203",NA,NA,NA,"Wichita","KS"
"48125",NA,NA,NA,"Dickens","TX"
"49031",NA,NA,NA,"Piute","UT"
"26081",1258,1012,10841,"Kent","MI"
"37085",1397,1227,5200,"Harnett","NC"
"37183",1464,1215,50897,"Wake","NC"
"26107",NA,NA,NA,"Mecosta","MI"
"27159",1584,1357,187,"Wadena","MN"
"46037",NA,NA,NA,"Day","SD"
"21181",1355,1325,48,"Nicholas","KY"
"26123",1720,1452,563,"Newaygo","MI"
"21197",NA,NA,NA,"Powell","KY"
"47165",1658,1432,6513,"Sumner","TN"
"27051",1544,1389,110,"Grant","MN"
"17049",1558,1364,189,"Effingham","IL"
"17061",1365,1232,51,"Greene","IL"
"21013",1426,1151,67,"Bell","KY"
"27003",1865,1685,18082,"Anoka","MN"
"27015",1487,1278,481,"Brown","MN"
"42001",1088,825,3150,"Adams","PA"
"46013",1498,1304,854,"Brown","SD"
"46083",1778,1554,2164,"Lincoln","SD"
"40093",2363,2375,78,"Major","OK"
"46005",NA,NA,NA,"Beadle","SD"
"21033",1485,1327,143,"Caldwell","KY"
"47017",1459,1311,310,"Carroll","TN"
"46111",NA,NA,NA,"Sanborn","SD"
"42015",980,801,608,"Bradford","PA"
"37087",1409,1185,1885,"Haywood","NC"
"48017",2254,2180,57,"Bailey","TX"
"46019",NA,NA,NA,"Butte","SD"
"47063",1187,1017,1558,"Hamblen","TN"
"48025",2029,1756,230,"Bee","TX"
"46059",NA,NA,NA,"Hand","SD"
"42029",1748,1240,18586,"Chester","PA"
"46099",1627,1416,6875,"Minnehaha","SD"
"49001",913,698,91,"Beaver","UT"
"27073",1661,1538,104,"Lac qui Parle","MN"
"42037",957,745,838,"Columbia","PA"
"47101",1421,1269,248,"Lewis","TN"
"31033",2242,2020,319,"Cheyenne","NE"
"51003",1475,1146,4365,"Albemarle","VA"
"56003",1138,1038,122,"Big Horn","WY"
"55089",1351,1081,1700,"Ozaukee","WI"
"47161",1587,1405,285,"Stewart","TN"
"55099",1064,910,119,"Price","WI"
"45059",1264,1050,1140,"Laurens","SC"
"45063",1328,1111,10390,"Lexington","SC"
"56019",1569,1328,205,"Johnson","WY"
"55119",NA,NA,NA,"Taylor","WI"
"51089",998,849,1261,"Henry","VA"
"44005",2359,1981,1402,"Newport","RI"
"48447",NA,NA,NA,"Throckmorton","TX"
"19107",1342,1229,57,"Keokuk","IA"
"17203",1431,1185,445,"Woodford","IL"
"13187",1725,1486,933,"Lumpkin","GA"
"39161",1307,1081,311,"Van Wert","OH"
"12043",2048,1819,144,"Glades","FL"
"12051",2290,2130,367,"Hendry","FL"
"48469",1997,1713,2121,"Victoria","TX"
"48481",2434,2107,452,"Wharton","TX"
"13219",1697,1416,2058,"Oconee","GA"
"13225",1607,1457,747,"Peach","GA"
"13237",1703,1379,542,"Putnam","GA"
"13165",1548,1293,41,"Jenkins","GA"
"48239",2261,2000,139,"Jackson","TX"
"24009",1631,1369,5541,"Calvert","MD"
"13245",1405,1180,6356,"Richmond","GA"
"13283",NA,NA,NA,"Treutlen","GA"
"13273",2006,1713,81,"Terrell","GA"
"13289",1860,1581,93,"Twiggs","GA"
"20077",1958,1779,63,"Harper","KS"
"05025",1520,1478,91,"Cleveland","AR"
"19017",1411,1179,282,"Bremer","IA"
"48219",1811,1592,333,"Hockley","TX"
"17153",NA,NA,NA,"Pulaski","IL"
"39003",1189,1032,861,"Allen","OH"
"40107",NA,NA,NA,"Okfuskee","OK"
"27165",1564,1345,164,"Watonwan","MN"
"27149",1648,1457,196,"Stevens","MN"
"39067",1238,1053,134,"Harrison","OH"
"28083",1858,1671,179,"Leflore","MS"
"29039",1611,1481,187,"Cedar","MO"
"31155",2147,1775,592,"Saunders","NE"
"31049",NA,NA,NA,"Deuel","NE"
"27141",1852,1644,4659,"Sherburne","MN"
"48345",NA,NA,NA,"Motley","TX"
"13307",NA,NA,NA,"Webster","GA"
"13311",1524,1295,708,"White","GA"
"41053",997,749,2368,"Polk","OR"
"13167",1718,1470,55,"Johnson","GA"
"55057",1257,1056,270,"Juneau","WI"
"55073",1120,910,1390,"Marathon","WI"
"55053",1236,1030,122,"Jackson","WI"
"72095",NA,NA,NA,"Maunabo",NA
"72009",NA,NA,NA,"Aibonito",NA
"55035",1041,865,1280,"Eau Claire","WI"
"18003",1130,964,10824,"Allen","IN"
"20045",1955,1709,3100,"Douglas","KS"
"18033",1260,1093,1009,"DeKalb","IN"
"19087",1446,1203,168,"Henry","IA"
"18011",1795,1433,1709,"Boone","IN"
"18097",1450,1225,17528,"Marion","IN"
"19015",1505,1296,751,"Boone","IA"
"39091",1252,1110,708,"Logan","OH"
"29167",1581,1425,752,"Polk","MO"
"19115",1329,1239,92,"Louisa","IA"
"19173",1534,1404,58,"Taylor","IA"
"39029",1177,1022,1543,"Columbiana","OH"
"20065",NA,NA,NA,"Graham","KS"
"45091",1433,1139,10908,"York","SC"
"55019",1253,988,160,"Clark","WI"
"20123",NA,NA,NA,"Mitchell","KS"
"20157",NA,NA,NA,"Republic","KS"
"20201",NA,NA,NA,"Washington","KS"
"38007",NA,NA,NA,"Billings","ND"
"40149",2140,2144,98,"Washita","OK"
"40101",1764,1539,1038,"Muskogee","OK"
"26035",1571,1380,412,"Clare","MI"
"01027",1732,1507,150,"Clay","AL"
"01037",1811,1428,113,"Coosa","AL"
"37161",1175,941,1536,"Rutherford","NC"
"40039",2448,2210,542,"Custer","OK"
"05135",1413,1313,191,"Sharp","AR"
"37177",NA,NA,NA,"Tyrrell","NC"
"51035",878,732,590,"Carroll","VA"
"19051",1570,1401,111,"Davis","IA"
"01069",1600,1428,3084,"Houston","AL"
"13023",1710,1513,166,"Bleckley","GA"
"20121",2042,1805,1132,"Miami","KS"
"13285",1544,1331,1989,"Troup","GA"
"37131",1544,1360,164,"Northampton","NC"
"08121",NA,NA,NA,"Washington","CO"
"08077",1143,899,5913,"Mesa","CO"
"48309",1466,1156,4777,"McLennan","TX"
"39117",1647,1377,605,"Morrow","OH"
"20153",NA,NA,NA,"Rawlins","KS"
"17129",1533,1444,112,"Menard","IL"
"39121",1303,1187,65,"Noble","OH"
"20193",NA,NA,NA,"Thomas","KS"
"16057",1100,900,996,"Latah","ID"
"48367",2654,2118,4567,"Parker","TX"
"39135",1414,1230,740,"Preble","OH"
"13059",1583,1325,3524,"Clarke","GA"
"19143",NA,NA,NA,"Osceola","IA"
"39139",1195,1000,2274,"Richland","OH"
"48391",2553,2235,49,"Refugio","TX"
"17181",1960,1632,106,"Union","IL"
"48401",1526,1221,483,"Rusk","TX"
"19181",1519,1257,2285,"Warren","IA"
"19185",1544,1368,36,"Wayne","IA"
"31059",1759,1648,42,"Fillmore","NE"
"48223",2016,1533,375,"Hopkins","TX"
"48423",1898,1523,4478,"Smith","TX"
"48231",2142,1726,1697,"Hunt","TX"
"36105",1567,1205,1070,"Sullivan","NY"
"48313",2050,1554,110,"Madison","TX"
"51187",1360,1122,2460,"Warren","VA"
"36017",1499,1052,589,"Chenango","NY"
"48477",1873,1489,529,"Washington","TX"
"48291",2466,2121,1015,"Liberty","TX"
"01103",1497,1318,3748,"Morgan","AL"
"40147",1727,1478,997,"Washington","OK"
"51079",1159,996,902,"Greene","VA"
"42125",1114,876,4703,"Washington","PA"
