"FIPS","mean_premium","n_obs","NAME","StateAbb"
"37183",1701,43433,"Wake","NC"
"26107",NA,NA,"Mecosta","MI"
"27159",1734,148,"Wadena","MN"
"46037",NA,NA,"Day","SD"
"21181",1594,50,"Nicholas","KY"
"26123",2120,422,"Newaygo","MI"
"21197",NA,NA,"Powell","KY"
"47165",1710,5514,"Sumner","TN"
"27051",1962,84,"Grant","MN"
"17049",1797,148,"Effingham","IL"
"17061",1819,42,"Greene","IL"
"21013",1356,55,"Bell","KY"
"27003",2024,13855,"Anoka","MN"
"27015",1869,375,"Brown","MN"
"42001",991,2932,"Adams","PA"
"46013",1725,653,"Brown","SD"
"46083",2074,1551,"Lincoln","SD"
"40093",2706,70,"Major","OK"
"46005",NA,NA,"Beadle","SD"
"21033",1622,113,"Caldwell","KY"
"47017",1713,254,"Carroll","TN"
"46111",NA,NA,"Sanborn","SD"
"42015",1059,488,"Bradford","PA"
"37087",1540,1576,"Haywood","NC"
"48017",2136,49,"Bailey","TX"
"46019",NA,NA,"Butte","SD"
"47063",1256,1285,"Hamblen","TN"
"48025",1991,181,"Bee","TX"
"46059",NA,NA,"Hand","SD"
"42029",1768,15938,"Chester","PA"
"46099",1769,4978,"Minnehaha","SD"
"49001",1019,103,"Beaver","UT"
"27073",1943,83,"Lac qui Parle","MN"
"42037",1209,683,"Columbia","PA"
"47101",1685,162,"Lewis","TN"
"31033",2366,153,"Cheyenne","NE"
"51003",1512,3658,"Albemarle","VA"
"56003",1393,135,"Big Horn","WY"
"55089",1419,1510,"Ozaukee","WI"
"47161",1785,277,"Stewart","TN"
"55099",1503,61,"Price","WI"
"45059",1358,1013,"Laurens","SC"
"45063",1438,8591,"Lexington","SC"
"56019",1639,294,"Johnson","WY"
"55119",NA,NA,"Taylor","WI"
"51089",1120,946,"Henry","VA"
"44005",2704,1191,"Newport","RI"
"48447",NA,NA,"Throckmorton","TX"
"19107",1603,36,"Keokuk","IA"
"17203",1508,375,"Woodford","IL"
"13187",1716,827,"Lumpkin","GA"
"39161",1367,240,"Van Wert","OH"
"12043",2479,124,"Glades","FL"
"12051",2652,300,"Hendry","FL"
"48469",2015,1780,"Victoria","TX"
"48481",2336,377,"Wharton","TX"
"13219",1837,1597,"Oconee","GA"
"13225",1760,609,"Peach","GA"
"13237",1902,397,"Putnam","GA"
"13165",2011,31,"Jenkins","GA"
"48239",2335,146,"Jackson","TX"
"24009",1844,4291,"Calvert","MD"
"13245",1533,5529,"Richmond","GA"
"13283",NA,NA,"Treutlen","GA"
"13273",2403,69,"Terrell","GA"
"13289",1951,76,"Twiggs","GA"
"20077",2007,49,"Harper","KS"
"05025",1820,83,"Cleveland","AR"
"19017",1534,249,"Bremer","IA"
"48219",1943,336,"Hockley","TX"
"17153",NA,NA,"Pulaski","IL"
"39003",1325,681,"Allen","OH"
"40107",NA,NA,"Okfuskee","OK"
"27165",1801,115,"Watonwan","MN"
"27149",1881,127,"Stevens","MN"
"39067",1231,83,"Harrison","OH"
"28083",1993,124,"Leflore","MS"
"29039",1764,162,"Cedar","MO"
"31155",2504,483,"Saunders","NE"
"31049",NA,NA,"Deuel","NE"
"27141",2214,3874,"Sherburne","MN"
"48345",NA,NA,"Motley","TX"
"13307",NA,NA,"Webster","GA"
"13311",1745,686,"White","GA"
"41053",1056,2163,"Polk","OR"
"13167",1598,40,"Johnson","GA"
"55057",1438,206,"Juneau","WI"
"55073",1239,1230,"Marathon","WI"
"55053",1645,155,"Jackson","WI"
"72095",NA,NA,"Maunabo",NA
"72009",NA,NA,"Aibonito",NA
"55035",1317,1071,"Eau Claire","WI"
"18003",1176,7353,"Allen","IN"
"20045",2082,2628,"Douglas","KS"
"18033",1313,725,"DeKalb","IN"
"19087",1425,161,"Henry","IA"
"18011",1820,1271,"Boone","IN"
"18097",1568,14497,"Marion","IN"
"19015",1696,669,"Boone","IA"
"39091",1509,508,"Logan","OH"
"29167",1872,729,"Polk","MO"
"19115",1611,60,"Louisa","IA"
"19173",1854,33,"Taylor","IA"
"39029",1245,1025,"Columbiana","OH"
"20065",NA,NA,"Graham","KS"
"45091",1583,8783,"York","SC"
"55019",1447,133,"Clark","WI"
"20123",NA,NA,"Mitchell","KS"
"20157",NA,NA,"Republic","KS"
"20201",NA,NA,"Washington","KS"
"38007",NA,NA,"Billings","ND"
"40149",2702,97,"Washita","OK"
"40101",2074,1045,"Muskogee","OK"
"26035",1918,248,"Clare","MI"
"01027",2059,101,"Clay","AL"
"01037",1722,83,"Coosa","AL"
"37161",1223,1193,"Rutherford","NC"
"40039",2539,525,"Custer","OK"
"05135",1613,225,"Sharp","AR"
"37177",NA,NA,"Tyrrell","NC"
"51035",1025,460,"Carroll","VA"
"19051",2099,68,"Davis","IA"
"01069",1842,2659,"Houston","AL"
"13023",1985,133,"Bleckley","GA"
"20121",2152,1035,"Miami","KS"
"13285",1691,1636,"Troup","GA"
"37131",1770,139,"Northampton","NC"
"08121",NA,NA,"Washington","CO"
"08077",1161,4403,"Mesa","CO"
"48309",1533,4013,"McLennan","TX"
"39117",1772,456,"Morrow","OH"
"20153",NA,NA,"Rawlins","KS"
"17129",1749,101,"Menard","IL"
"39121",1408,59,"Noble","OH"
"20193",NA,NA,"Thomas","KS"
"16057",1290,775,"Latah","ID"
"48367",2575,4100,"Parker","TX"
"39135",1488,621,"Preble","OH"
"13059",1693,2933,"Clarke","GA"
"19143",NA,NA,"Osceola","IA"
"39139",1303,1720,"Richland","OH"
"48391",2897,54,"Refugio","TX"
"17181",2058,61,"Union","IL"
"48401",1505,438,"Rusk","TX"
"19181",1640,1936,"Warren","IA"
"19185",2055,25,"Wayne","IA"
"31059",2576,33,"Fillmore","NE"
"48223",2002,371,"Hopkins","TX"
"48423",1950,3777,"Smith","TX"
"48231",2330,1639,"Hunt","TX"
"36105",1596,781,"Sullivan","NY"
"48313",1888,112,"Madison","TX"
"51187",1468,2049,"Warren","VA"
"36017",1459,404,"Chenango","NY"
"48477",1753,434,"Washington","TX"
"48291",2538,1022,"Liberty","TX"
"01103",1718,3322,"Morgan","AL"
"40147",1966,888,"Washington","OK"
"51079",1415,722,"Greene","VA"
"42125",1190,4098,"Washington","PA"
"01105",NA,NA,"Perry","AL"
"54051",1164,361,"Marshall","WV"
"01107",1917,118,"Pickens","AL"
"51069",1394,3872,"Frederick","VA"
"54065",1349,351,"Morgan","WV"
"28053",NA,NA,"Humphreys","MS"
"29063",1770,117,"DeKalb","MO"
"29197",NA,NA,"Schuyler","MO"
"51063",1240,411,"Floyd","VA"
"54049",1201,780,"Marion","WV"
"54033",1272,835,"Harrison","WV"
"39051",1446,437,"Fulton","OH"
"54021",NA,NA,"Gilmer","WV"
"29049",1982,475,"Clinton","MO"
"47055",1611,552,"Giles","TN"
"72019",NA,NA,"Barranquitas",NA
"54005",1593,125,"Boone","WV"
"72037",NA,NA,"Ceiba",NA
"72051",NA,NA,"Dorado",NA
"28045",3165,596,"Hancock","MS"
"28099",1996,135,"Neshoba","MS"
"26079",1682,129,"Kalkaska","MI"
"05111",1626,240,"Poinsett","AR"
"12035",1965,4143,"Flagler","FL"
"12133",2124,245,"Washington","FL"
"12107",1897,715,"Putnam","FL"
"12117",2518,12173,"Seminole","FL"
"13087",1804,384,"Decatur","GA"
"40119",2434,1342,"Payne","OK"
"28021",NA,NA,"Claiborne","MS"
"46049",NA,NA,"Faulk","SD"
"28035",2207,947,"Forrest","MS"
"54067",1179,117,"Nicholas","WV"
"72119",NA,NA,"Río Grande",NA
"72099",NA,NA,"Moca",NA
"18135",1404,248,"Randolph","IN"
"54079",1390,1049,"Putnam","WV"
"35049",1745,3348,"Santa Fe","NM"
"13275",2162,684,"Thomas","GA"
"35041",2226,388,"Roosevelt","NM"
"38075",NA,NA,"Renville","ND"
"17057",1453,377,"Fulton","IL"
"28009",2226,36,"Benton","MS"
"49057",1093,9416,"Weber","UT"
"19095",1743,201,"Iowa","IA"
"19047",1505,119,"Crawford","IA"
"72077",NA,NA,"Juncos",NA
"17045",1840,60,"Edgar","IL"
"41033",1224,1774,"Josephine","OR"
"13309",NA,NA,"Wheeler","GA"
"35033",NA,NA,"Mora","NM"
"51678",1185,257,"Lexington","VA"
"38049",1804,50,"McHenry","ND"
"17183",1478,512,"Vermilion","IL"
"20105",NA,NA,"Lincoln","KS"
"01001",1699,1498,"Autauga","AL"
"26091",1768,1337,"Lenawee","MI"
"26001",1785,104,"Alcona","MI"
"19009",1586,51,"Audubon","IA"
"26111",1928,1414,"Midland","MI"
"18183",1388,529,"Whitley","IN"
"20051",2120,301,"Ellis","KS"
"17079",NA,NA,"Jasper","IL"
"26017",1526,1442,"Bay","MI"
"17007",1603,1215,"Boone","IL"
"19043",1424,47,"Clayton","IA"
"18087",1332,311,"LaGrange","IN"
"28033",1819,6278,"DeSoto","MS"
"48053",1965,759,"Burnet","TX"
"28135",NA,NA,"Tallahatchie","MS"
"42093",1125,157,"Montour","PA"
"48413",NA,NA,"Schleicher","TX"
"18039",1316,2851,"Elkhart","IN"
"28109",2291,797,"Pearl River","MS"
"13255",1590,1510,"Spalding","GA"
"19029",1491,244,"Cass","IA"
"21067",1917,6072,"Fayette","KY"
"48085",2479,24102,"Collin","TX"
"54063",NA,NA,"Monroe","WV"
"51121",1453,2798,"Montgomery","VA"
"19045",1432,443,"Clinton","IA"
"36003",1204,223,"Allegany","NY"
"46047",2302,139,"Fall River","SD"
"13085",1930,937,"Dawson","GA"
"18067",1339,1472,"Howard","IN"
"20081",NA,NA,"Haskell","KS"
"48397",2496,3116,"Rockwall","TX"
"48185",1827,261,"Grimes","TX"
"20091",2282,20565,"Johnson","KS"
"38015",2010,2004,"Burleigh","ND"
"46029",1711,521,"Codington","SD"
"48507",NA,NA,"Zavala","TX"
"20075",NA,NA,"Hamilton","KS"
