"FIPS","mean_premium","median_premium","n_obs","NAME","StateAbb"
"19037",1427,1241,73,"Chickasaw","IA"
"27005",1633,1349,796,"Becker","MN"
"29085",NA,NA,NA,"Hickory","MO"
"27061",1584,1346,1075,"Itasca","MN"
"36037",1163,931,995,"Genesee","NY"
"31143",1836,1640,58,"Polk","NE"
"40097",1880,1655,419,"Mayes","OK"
"46025",NA,NA,NA,"Clark","SD"
"48499",1670,1427,462,"Wood","TX"
"48393",NA,NA,NA,"Roberts","TX"
"54105",NA,NA,NA,"Wirt","WV"
"72061",NA,NA,NA,"Guaynabo",NA
"18095",1246,1062,2986,"Madison","IN"
"01059",1483,1400,231,"Franklin","AL"
"06075",2071,1323,1934,"San Francisco","CA"
"13047",1352,1172,2643,"Catoosa","GA"
"19191",1340,1174,65,"Winneshiek","IA"
"28093",1887,1681,533,"Marshall","MS"
"28087",1673,1487,875,"Lowndes","MS"
"29181",NA,NA,NA,"Ripley","MO"
"36115",1172,924,963,"Washington","NY"
"46027",1455,1263,238,"Clay","SD"
"53071",1126,890,1478,"Walla Walla","WA"
"08087",1931,1755,528,"Morgan","CO"
"17053",1214,1065,123,"Ford","IL"
"19103",1495,1271,1385,"Johnson","IA"
"20015",2147,1952,2166,"Butler","KS"
"21149",1353,1280,76,"McLean","KY"
"22043",940,691,123,"Grant","LA"
"28137",1786,1589,544,"Tate","MS"
"28017",1753,1622,49,"Chickasaw","MS"
"36099",1346,1056,305,"Seneca","NY"
"28029",1978,1760,233,"Copiah","MS"
"42075",1061,823,3315,"Lebanon","PA"
"48353",1954,1738,125,"Nolan","TX"
"51775",1001,777,1520,"Salem","VA"
"54031",1066,961,91,"Hardy","WV"
"01029",1417,1282,164,"Cleburne","AL"
"55077",1313,1055,136,"Marquette","WI"
"35015",2046,1793,1675,"Eddy","NM"
"19069",1469,1252,71,"Franklin","IA"
"28111",1974,1622,79,"Perry","MS"
"21207",1331,1135,126,"Russell","KY"
"24047",1679,1373,2097,"Worcester","MD"
"47081",1535,1304,309,"Hickman","TN"
"48217",1856,1495,404,"Hill","TX"
"42045",1792,1463,18330,"Delaware","PA"
"48129",NA,NA,NA,"Donley","TX"
"51135",1145,1013,268,"Nottoway","VA"
"13055",1430,1220,291,"Chattooga","GA"
"19109",1268,1193,115,"Kossuth","IA"
"27027",1517,1360,1870,"Clay","MN"
"36009",1137,931,629,"Cattaraugus","NY"
"06087",1878,1214,4051,"Santa Cruz","CA"
"24015",1331,1101,4395,"Cecil","MD"
"26021",1785,1562,210,"Berrien","MI"
"28003",1944,1540,263,"Alcorn","MS"
"29145",1513,1339,1426,"Newton","MO"
"48215",1642,1295,8787,"Hidalgo","TX"
"48403",NA,NA,NA,"Sabine","TX"
"01009",1636,1453,1126,"Blount","AL"
"08013",2094,1791,9638,"Boulder","CO"
"13247",1720,1427,3240,"Rockdale","GA"
"17027",1556,1456,369,"Clinton","IL"
"18055",1620,1307,255,"Greene","IN"
"20027",NA,NA,NA,"Clay","KS"
"21073",1378,1158,1046,"Franklin","KY"
"28133",2317,2039,90,"Sunflower","MS"
"31149",NA,NA,NA,"Rock","NE"
"45087",1346,1172,265,"Union","SC"
"47113",1520,1319,2386,"Madison","TN"
"51740",1571,1300,4103,"Portsmouth","VA"
"72101",NA,NA,NA,"Morovis",NA
"51810",1903,1539,23037,"Virginia Beach","VA"
"55049",1421,1102,294,"Iowa","WI"
"17055",1427,1245,252,"Franklin","IL"
"19171",1407,1280,227,"Tama","IA"
"19101",1605,1284,123,"Jefferson","IA"
"20107",NA,NA,NA,"Linn","KS"
"37083",1228,1057,787,"Halifax","NC"
"21155",1459,1273,221,"Marion","KY"
"38069",1029,811,46,"Pierce","ND"
"17187",1193,1067,149,"Warren","IL"
"46123",1511,1334,44,"Tripp","SD"
"72153",NA,NA,NA,"Yauco",NA
"42131",1049,812,393,"Wyoming","PA"
"05021",1451,1379,66,"Clay","AR"
"12047",1592,1502,59,"Hamilton","FL"
"18043",1403,1181,2694,"Floyd","IN"
"26057",1990,1832,306,"Gratiot","MI"
"19137",1592,1350,145,"Montgomery","IA"
"27151",1462,1262,142,"Swift","MN"
"27127",1579,1370,158,"Redwood","MN"
"20023",NA,NA,NA,"Cheyenne","KS"
"21087",1730,1341,53,"Green","KY"
"17041",1297,1028,180,"Douglas","IL"
"17095",1119,958,1017,"Knox","IL"
"51590",968,759,1199,"Danville","VA"
"55065",1262,1007,98,"Lafayette","WI"
"48195",NA,NA,NA,"Hansford","TX"
"48437",1603,1442,38,"Swisher","TX"
"08095",2513,2007,55,"Phillips","CO"
"17067",1336,1194,81,"Hancock","IL"
"26101",1383,1263,256,"Manistee","MI"
"30075",NA,NA,NA,"Powder River","MT"
"31127",1622,1536,104,"Nemaha","NE"
"28059",2860,2582,2688,"Jackson","MS"
"48483",NA,NA,NA,"Wheeler","TX"
"46101",1666,1452,85,"Moody","SD"
"45083",1183,979,9040,"Spartanburg","SC"
"04025",1072,849,7006,"Yavapai","AZ"
"13067",1903,1564,31598,"Cobb","GA"
"13043",1681,1475,111,"Candler","GA"
"31075",NA,NA,NA,"Grant","NE"
"19099",1356,1143,896,"Jasper","IA"
"21009",1514,1306,485,"Barren","KY"
"19175",1492,1239,179,"Union","IA"
"26143",1090,905,413,"Roscommon","MI"
"29151",1430,1333,121,"Osage","MO"
"28085",2111,1865,297,"Lincoln","MS"
"39047",1157,1012,279,"Fayette","OH"
"47177",1309,1140,378,"Warren","TN"
"48227",1782,1473,309,"Howard","TX"
"48151",NA,NA,NA,"Fisher","TX"
"72005",NA,NA,NA,"Aguadilla",NA
"48357",2267,1897,92,"Ochiltree","TX"
"17115",1130,972,1952,"Macon","IL"
"08025",NA,NA,NA,"Crowley","CO"
"19011",1338,1185,579,"Benton","IA"
"19065",1216,1045,119,"Fayette","IA"
"20133",NA,NA,NA,"Neosho","KS"
"27085",1674,1494,1427,"McLeod","MN"
"13021",1542,1296,4748,"Bibb","GA"
"38035",1475,1282,1414,"Grand Forks","ND"
"22001",2008,1724,637,"Acadia","LA"
"17117",1497,1317,393,"Macoupin","IL"
"47173",1278,1127,325,"Union","TN"
"48031",1897,1440,140,"Blanco","TX"
"48331",1676,1346,273,"Milam","TX"
"48067",1595,1197,237,"Cass","TX"
"08103",1160,907,209,"Rio Blanco","CO"
"17111",1517,1216,9668,"McHenry","IL"
"20129",NA,NA,NA,"Morton","KS"
"26139",1472,1258,257,"Ottawa","MI"
"35023",NA,NA,NA,"Hidalgo","NM"
"42085",926,729,1710,"Mercer","PA"
"13161",1568,1445,190,"Jeff Davis","GA"
"01013",1808,1652,182,"Butler","AL"
"05097",1521,1354,73,"Montgomery","AR"
"08014",1876,1603,2952,"Broomfield","CO"
"13269",1746,1455,91,"Taylor","GA"
"18181",1333,1145,535,"White","IN"
"20031",NA,NA,NA,"Coffey","KS"
"29175",1356,1190,286,"Randolph","MO"
"29187",1502,1373,852,"St. Francois","MO"
"27079",1747,1487,962,"Le Sueur","MN"
"28061",1551,1507,58,"Jasper","MS"
"42043",1053,790,7222,"Dauphin","PA"
"46057",NA,NA,NA,"Hamlin","SD"
"47105",1374,1184,1487,"Loudon","TN"
"48297",2087,1603,98,"Live Oak","TX"
"51680",886,736,2512,"Lynchburg","VA"
"55135",1029,851,583,"Waupaca","WI"
"54095",NA,NA,NA,"Tyler","WV"
"01093",1639,1491,294,"Marion","AL"
"55061",1078,857,251,"Kewaunee","WI"
"18137",1353,1188,316,"Ripley","IN"
"20115",NA,NA,NA,"Marion","KS"
"28101",1969,1725,146,"Newton","MS"
"13249",1534,1471,60,"Schley","GA"
"13201",2174,1693,58,"Miller","GA"
"38009",1634,1422,87,"Bottineau","ND"
"51610",4815,4834,751,"Falls Church","VA"
"48493",1879,1400,1048,"Wilson","TX"
"42097",888,676,1256,"Northumberland","PA"
"13179",1698,1443,1989,"Liberty","GA"
"22071",4103,3548,6459,"Orleans","LA"
"29199",NA,NA,NA,"Scotland","MO"
"31083",2006,1744,33,"Harlan","NE"
"36061",4977,4182,101,"New York","NY"
"37169",1059,878,1364,"Stokes","NC"
"38059",1642,1431,750,"Morton","ND"
"42105",959,800,123,"Potter","PA"
"05147",NA,NA,NA,"Woodruff","AR"
"08089",1728,1565,321,"Otero","CO"
"18131",1408,1198,112,"Pulaski","IN"
"19091",1386,1197,113,"Humboldt","IA"
"21239",1411,1154,814,"Woodford","KY"
"20189",NA,NA,NA,"Stevens","KS"
"29025",1765,1594,101,"Caldwell","MO"
"34013",2478,1821,12934,"Essex","NJ"
"31019",2045,1902,1065,"Buffalo","NE"
"40037",2140,1832,1144,"Creek","OK"
"41003",1038,771,1671,"Benton","OR"
"46073",NA,NA,NA,"Jerauld","SD"
"47015",1508,1394,228,"Cannon","TN"
"48441",1627,1323,3100,"Taylor","TX"
"54093",NA,NA,NA,"Tucker","WV"
"50021",1226,972,592,"Rutland","VT"
"72151",NA,NA,NA,"Yabucoa",NA
"01033",1451,1302,1257,"Colbert","AL"
"08083",1121,902,783,"Montezuma","CO"
"20097",NA,NA,NA,"Kiowa","KS"
"20209",1613,1412,4084,"Wyandotte","KS"
"21179",1701,1450,719,"Nelson","KY"
"37103",1935,1678,230,"Jones","NC"
"16055",1159,857,6652,"Kootenai","ID"
"47043",1547,1302,1102,"Dickson","TN"
"48155",NA,NA,NA,"Foard","TX"
"27097",1598,1402,727,"Morrison","MN"
"51177",1309,1024,7380,"Spotsylvania","VA"
"37025",1751,1415,7938,"Cabarrus","NC"
"42113",1115,816,52,"Sullivan","PA"
"38045",NA,NA,NA,"LaMoure","ND"
"39083",1268,1064,1148,"Knox","OH"
"42117",976,773,268,"Tioga","PA"
"51183",1297,1098,263,"Sussex","VA"
"48179",2029,1804,251,"Gray","TX"
"37071",1242,967,6986,"Gaston","NC"
"31069",NA,NA,NA,"Garden","NE"
"48191",NA,NA,NA,"Hall","TX"
"31023",1677,1432,42,"Butler","NE"
"36111",1678,1298,2767,"Ulster","NY"
"51197",1052,884,409,"Wythe","VA"
"38091",NA,NA,NA,"Steele","ND"
"05085",1744,1549,2781,"Lonoke","AR"
"05075",1341,1152,128,"Lawrence","AR"
"29161",1606,1464,639,"Phelps","MO"
"26071",1396,1097,81,"Iron","MI"
"27099",1475,1279,1471,"Mower","MN"
"36015",1409,1123,1043,"Chemung","NY"
"37159",1134,938,3707,"Rowan","NC"
"48243",NA,NA,NA,"Jeff Davis","TX"
"51520",1176,1021,345,"Bristol","VA"
"48261",NA,NA,NA,"Kenedy","TX"
"01045",1655,1470,1035,"Dale","AL"
"05101",NA,NA,NA,"Newton","AR"
"13193",1650,1535,75,"Macon","GA"
"31091",NA,NA,NA,"Hooker","NE"
"18143",1467,1339,292,"Scott","IN"
"19121",1758,1463,563,"Madison","IA"
"18079",1236,1054,389,"Jennings","IN"
"20135",NA,NA,NA,"Ness","KS"
"21189",NA,NA,NA,"Owsley","KY"
"19075",1290,1187,187,"Grundy","IA"
"27153",1557,1364,409,"Todd","MN"
"28153",1769,1689,104,"Wayne","MS"
"36123",1117,878,183,"Yates","NY"
"37109",1327,1095,2616,"Lincoln","NC"
"31115",NA,NA,NA,"Loup","NE"
"47119",1415,1223,3236,"Maury","TN"
"48103",2053,1836,33,"Crane","TX"
"48063",1987,1704,123,"Camp","TX"
"51037",1107,827,97,"Charlotte","VA"
"72125",NA,NA,NA,"San Germán",NA
"54015",NA,NA,NA,"Clay","WV"
"18117",1458,1331,128,"Orange","IN"
"19049",1628,1347,3634,"Dallas","IA"
"19167",1243,1194,158,"Sioux","IA"
"12027",2023,1709,361,"DeSoto","FL"
"21201",NA,NA,NA,"Robertson","KY"
"21029",1531,1335,3107,"Bullitt","KY"
"13157",1592,1292,2446,"Jackson","GA"
"16021",1112,905,422,"Boundary","ID"
"31071",NA,NA,NA,"Garfield","NE"
"45089",1660,1481,213,"Williamsburg","SC"
"55123",1271,992,139,"Vernon","WI"
"45069",1462,1213,155,"Marlboro","SC"
"48111",2067,1815,81,"Dallam","TX"
"51670",1041,846,926,"Hopewell","VA"
"48055",1579,1264,526,"Caldwell","TX"
"41013",1179,885,429,"Crook","OR"
"29043",1567,1364,3068,"Christian","MO"
"27147",1555,1396,1577,"Steele","MN"
"55037",1482,1332,41,"Florence","WI"
"31185",1690,1588,218,"York","NE"
"17101",1520,1486,56,"Lawrence","IL"
"37187",2048,1845,110,"Washington","NC"
"17009",NA,NA,NA,"Brown","IL"
"08007",1402,1089,381,"Archuleta","CO"
"47189",1679,1442,4871,"Wilson","TN"
"46107",NA,NA,NA,"Potter","SD"
"55015",981,783,862,"Calumet","WI"
"18091",1323,1137,3085,"LaPorte","IN"
"36067",1364,995,8809,"Onondaga","NY"
"19193",1265,1074,2888,"Woodbury","IA"
"49053",918,679,4860,"Washington","UT"
"21063",NA,NA,NA,"Elliott","KY"
"19147",1258,1056,101,"Palo Alto","IA"
"17167",1246,1061,2669,"Sangamon","IL"
"35031",1181,961,255,"McKinley","NM"
"24013",1370,1101,10590,"Carroll","MD"
"37079",1436,1283,323,"Greene","NC"
"47065",1813,1524,13469,"Hamilton","TN"
"17127",1331,1146,105,"Massac","IL"
"47075",1515,1361,228,"Haywood","TN"
"19003",NA,NA,NA,"Adams","IA"
"54077",1203,1055,357,"Preston","WV"
"17165",1498,1354,136,"Saline","IL"
"17163",1645,1434,6072,"St. Clair","IL"
"19019",1378,1194,164,"Buchanan","IA"
"19023",1404,1165,184,"Butler","IA"
"19033",1214,1047,1013,"Cerro Gordo","IA"
"21095",1392,1048,117,"Harlan","KY"
"19041",1316,1143,137,"Clay","IA"
"42057",1074,782,213,"Fulton","PA"
"20037",NA,NA,NA,"Crawford","KS"
"20073",NA,NA,NA,"Greenwood","KS"
"55131",1179,947,2768,"Washington","WI"
"53021",1005,798,2335,"Franklin","WA"
"42041",1054,817,7821,"Cumberland","PA"
"29059",1558,1414,271,"Dallas","MO"
"51133",1618,1495,328,"Northumberland","VA"
"21069",1363,1111,52,"Fleming","KY"
"21079",1380,1244,307,"Garrard","KY"
"31013",2018,1858,288,"Box Butte","NE"
"20057",1956,1843,500,"Ford","KS"
"17077",1695,1423,353,"Jackson","IL"
"12001",1454,1168,5435,"Alachua","FL"
"48177",1982,1569,150,"Gonzales","TX"
"18119",1457,1371,278,"Owen","IN"
"72067",NA,NA,NA,"Hormigueros",NA
"17025",1308,1100,43,"Clay","IL"
"18161",1524,1467,51,"Union","IN"
"42077",1170,889,10059,"Lehigh","PA"
"42083",886,743,214,"McKean","PA"
"29125",1651,1446,97,"Maries","MO"
"26039",1186,1036,186,"Crawford","MI"
"27161",1452,1331,608,"Waseca","MN"
"51683",1488,1181,1701,"Manassas","VA"
"31087",NA,NA,NA,"Hitchcock","NE"
"32011",NA,NA,NA,"Eureka","NV"
"36005",2676,2110,3841,"Bronx","NY"
"31085",NA,NA,NA,"Hayes","NE"
"27105",1603,1453,229,"Nobles","MN"
"39023",1062,905,3548,"Clark","OH"
"35013",1163,904,4952,"Doña Ana","NM"
"26161",2192,1766,7525,"Washtenaw","MI"
"31139",1720,1458,88,"Pierce","NE"
"26015",2125,2175,25,"Barry","MI"
"35021",NA,NA,NA,"Harding","NM"
"39065",1231,1015,227,"Hardin","OH"
"05029",1598,1398,277,"Conway","AR"
"01123",1611,1379,693,"Tallapoosa","AL"
"31165",NA,NA,NA,"Sioux","NE"
"55113",1389,1158,133,"Sawyer","WI"
"55125",1250,1067,265,"Vilas","WI"
"55141",1045,885,564,"Wood","WI"
"38093",1392,1122,271,"Stutsman","ND"
"38099",1892,1595,97,"Walsh","ND"
"39129",1323,1070,1099,"Pickaway","OH"
"39131",1310,1177,177,"Pike","OH"
"46017",NA,NA,NA,"Buffalo","SD"
"39057",1253,1028,3528,"Greene","OH"
"39049",1248,1024,24890,"Franklin","OH"
"29165",1797,1514,3995,"Platte","MO"
"48049",1740,1435,275,"Brown","TX"
"48135",1777,1333,2392,"Ector","TX"
"48235",NA,NA,NA,"Irion","TX"
"49041",1296,1114,366,"Sevier","UT"
"51101",1299,1000,934,"King William","VA"
"53055",1510,1135,366,"San Juan","WA"
"13277",1426,1238,778,"Tift","GA"
"56041",1110,896,795,"Uinta","WY"
"28067",1939,1744,542,"Jones","MS"
"13071",1365,1226,591,"Colquitt","GA"
"48435",NA,NA,NA,"Sutton","TX"
"55021",1305,1019,765,"Columbia","WI"
"55127",1283,1023,1706,"Walworth","WI"
"51820",918,758,824,"Waynesboro","VA"
"32029",1118,807,147,"Storey","NV"
"72135",NA,NA,NA,"Toa Alta",NA
"72015",NA,NA,NA,"Arroyo",NA
"72137",NA,NA,NA,"Toa Baja",NA
"72149",NA,NA,NA,"Villalba",NA
"26027",2026,1729,632,"Cass","MI"
"12115",2057,1654,12229,"Sarasota","FL"
"20021",NA,NA,NA,"Cherokee","KS"
"45041",1585,1345,3885,"Florence","SC"
"27017",1578,1379,1156,"Carlton","MN"
"13075",1364,1143,314,"Cook","GA"
"13155",1647,1447,105,"Irwin","GA"
"48065",1678,1518,68,"Carson","TX"
"38027",NA,NA,NA,"Eddy","ND"
"20005",NA,NA,NA,"Atchison","KS"
"51600",2566,2024,1094,"Fairfax","VA"
"51640",757,652,70,"Galax","VA"
"20013",NA,NA,NA,"Brown","KS"
"29205",NA,NA,NA,"Shelby","MO"
"51690",1045,840,321,"Martinsville","VA"
"19001",1413,1252,120,"Adair","IA"
"48221",2080,1655,1291,"Hood","TX"
"12015",2272,1958,5591,"Charlotte","FL"
"13077",1548,1330,6721,"Coweta","GA"
"17011",1276,1087,286,"Bureau","IL"
"39173",1325,1088,2496,"Wood","OH"
"48091",1664,1153,3157,"Comal","TX"
"48133",2298,1938,114,"Eastland","TX"
"48497",2224,1844,1497,"Wise","TX"
"17139",1208,1095,142,"Moultrie","IL"
"17029",1167,996,388,"Coles","IL"
"19067",1238,1199,99,"Floyd","IA"
"20049",NA,NA,NA,"Elk","KS"
"19081",1418,1204,124,"Hancock","IA"
"26045",1399,1216,553,"Eaton","MI"
"19085",1530,1301,321,"Harrison","IA"
"47159",1489,1297,199,"Smith","TN"
"48117",1801,1645,140,"Deaf Smith","TX"
"26067",1657,1389,829,"Ionia","MI"
"20205",NA,NA,NA,"Wilson","KS"
"20203",NA,NA,NA,"Wichita","KS"
"48125",NA,NA,NA,"Dickens","TX"
"49031",NA,NA,NA,"Piute","UT"
"26081",1391,1150,10768,"Kent","MI"
"37085",1381,1186,5035,"Harnett","NC"
"37183",1394,1169,51416,"Wake","NC"
"26107",NA,NA,NA,"Mecosta","MI"
"27159",1521,1373,176,"Wadena","MN"
"46037",NA,NA,NA,"Day","SD"
"21181",1297,1322,45,"Nicholas","KY"
"26123",1565,1267,510,"Newaygo","MI"
"21197",NA,NA,NA,"Powell","KY"
"47165",1829,1586,6487,"Sumner","TN"
"27051",1619,1287,103,"Grant","MN"
"17049",1271,1132,162,"Effingham","IL"
"17061",1344,1205,38,"Greene","IL"
"21013",1342,1123,61,"Bell","KY"
"27003",1742,1534,18490,"Anoka","MN"
"27015",1459,1178,469,"Brown","MN"
"42001",1059,798,3173,"Adams","PA"
"46013",1592,1284,838,"Brown","SD"
"46083",1701,1447,2416,"Lincoln","SD"
"40093",2280,2018,61,"Major","OK"
"46005",NA,NA,NA,"Beadle","SD"
"21033",1356,1227,114,"Caldwell","KY"
"47017",1161,934,272,"Carroll","TN"
"46111",NA,NA,NA,"Sanborn","SD"
"42015",963,792,523,"Bradford","PA"
"37087",1366,1155,1781,"Haywood","NC"
"48017",1829,1674,50,"Bailey","TX"
"46019",NA,NA,NA,"Butte","SD"
"47063",1149,968,1593,"Hamblen","TN"
"48025",1735,1471,202,"Bee","TX"
"46059",NA,NA,NA,"Hand","SD"
"42029",1724,1218,18673,"Chester","PA"
"46099",1445,1234,7440,"Minnehaha","SD"
"49001",922,694,98,"Beaver","UT"
"27073",1754,1488,101,"Lac qui Parle","MN"
"42037",928,695,780,"Columbia","PA"
"47101",1381,1224,238,"Lewis","TN"
"31033",2051,1875,297,"Cheyenne","NE"
"51003",1320,1028,4274,"Albemarle","VA"
"56003",1100,904,119,"Big Horn","WY"
"55089",1298,1044,1635,"Ozaukee","WI"
"47161",1528,1341,248,"Stewart","TN"
"55099",1130,901,101,"Price","WI"
"45059",1279,1096,1070,"Laurens","SC"
"45063",1308,1098,10300,"Lexington","SC"
"56019",1462,1196,188,"Johnson","WY"
"55119",NA,NA,NA,"Taylor","WI"
"51089",952,798,1174,"Henry","VA"
"44005",2317,1962,1364,"Newport","RI"
"48447",NA,NA,NA,"Throckmorton","TX"
"19107",1389,1207,49,"Keokuk","IA"
"17203",1325,1119,534,"Woodford","IL"
"13187",1658,1417,880,"Lumpkin","GA"
"39161",1167,1009,277,"Van Wert","OH"
"12043",1969,1601,142,"Glades","FL"
"12051",2216,1989,327,"Hendry","FL"
"48469",1891,1596,2011,"Victoria","TX"
"48481",2586,2172,426,"Wharton","TX"
"13219",1571,1288,2071,"Oconee","GA"
"13225",1538,1370,714,"Peach","GA"
"13237",1727,1384,519,"Putnam","GA"
"13165",1568,1469,43,"Jenkins","GA"
"48239",1996,1854,128,"Jackson","TX"
"24009",1707,1423,5643,"Calvert","MD"
"13245",1320,1079,6028,"Richmond","GA"
"13283",NA,NA,NA,"Treutlen","GA"
"13273",1723,1469,89,"Terrell","GA"
"13289",1608,1290,89,"Twiggs","GA"
"20077",1965,1791,64,"Harper","KS"
"05025",1384,1277,75,"Cleveland","AR"
"19017",1423,1209,285,"Bremer","IA"
"48219",2096,1908,313,"Hockley","TX"
"17153",NA,NA,NA,"Pulaski","IL"
"39003",1150,1007,749,"Allen","OH"
"40107",NA,NA,NA,"Okfuskee","OK"
"27165",1506,1284,167,"Watonwan","MN"
"27149",1710,1438,151,"Stevens","MN"
"39067",1246,1083,128,"Harrison","OH"
"28083",1745,1604,161,"Leflore","MS"
"29039",1527,1399,179,"Cedar","MO"
"31155",2009,1628,552,"Saunders","NE"
"31049",NA,NA,NA,"Deuel","NE"
"27141",1827,1614,4869,"Sherburne","MN"
"48345",NA,NA,NA,"Motley","TX"
"13307",NA,NA,NA,"Webster","GA"
"13311",1524,1273,741,"White","GA"
"41053",978,718,2342,"Polk","OR"
"13167",1555,1290,45,"Johnson","GA"
"55057",1184,1037,239,"Juneau","WI"
"55073",1035,849,1290,"Marathon","WI"
"55053",1346,1006,97,"Jackson","WI"
"72095",NA,NA,NA,"Maunabo",NA
"72009",NA,NA,NA,"Aibonito",NA
"55035",1094,912,1209,"Eau Claire","WI"
"18003",1125,953,12000,"Allen","IN"
"20045",1811,1555,3248,"Douglas","KS"
"18033",1276,1095,1037,"DeKalb","IN"
"19087",1478,1124,140,"Henry","IA"
"18011",1721,1407,1940,"Boone","IN"
"18097",1454,1231,19935,"Marion","IN"
"19015",1475,1240,663,"Boone","IA"
"39091",1233,1089,631,"Logan","OH"
"29167",1593,1361,739,"Polk","MO"
"19115",1447,1209,87,"Louisa","IA"
"19173",1357,1300,42,"Taylor","IA"
"39029",1180,1010,1410,"Columbiana","OH"
"20065",NA,NA,NA,"Graham","KS"
"45091",1459,1162,10650,"York","SC"
"55019",1126,944,147,"Clark","WI"
"20123",NA,NA,NA,"Mitchell","KS"
"20157",NA,NA,NA,"Republic","KS"
"20201",NA,NA,NA,"Washington","KS"
"38007",NA,NA,NA,"Billings","ND"
"40149",2375,2212,88,"Washita","OK"
"40101",1707,1453,1007,"Muskogee","OK"
"26035",1469,1294,360,"Clare","MI"
"01027",1607,1477,134,"Clay","AL"
"01037",1702,1460,105,"Coosa","AL"
"37161",1137,944,1547,"Rutherford","NC"
"40039",2450,2268,520,"Custer","OK"
"05135",1440,1292,156,"Sharp","AR"
"37177",NA,NA,NA,"Tyrrell","NC"
"51035",877,720,555,"Carroll","VA"
"19051",1771,1307,85,"Davis","IA"
"01069",1617,1431,2965,"Houston","AL"
"13023",1780,1543,161,"Bleckley","GA"
"20121",1986,1775,1196,"Miami","KS"
"13285",1457,1236,2030,"Troup","GA"
"37131",1419,1254,182,"Northampton","NC"
"08121",NA,NA,NA,"Washington","CO"
"08077",1044,802,6090,"Mesa","CO"
"48309",1367,1061,4349,"McLennan","TX"
"39117",1401,1157,555,"Morrow","OH"
"20153",NA,NA,NA,"Rawlins","KS"
"17129",1458,1293,120,"Menard","IL"
"39121",1234,1160,50,"Noble","OH"
"20193",NA,NA,NA,"Thomas","KS"
"16057",1107,886,952,"Latah","ID"
"48367",2279,1828,3905,"Parker","TX"
"39135",1177,1048,705,"Preble","OH"
"13059",1424,1180,3599,"Clarke","GA"
"19143",NA,NA,NA,"Osceola","IA"
"39139",1139,970,2199,"Richland","OH"
"48391",2767,2410,40,"Refugio","TX"
"17181",1603,1244,94,"Union","IL"
"48401",1525,1148,444,"Rusk","TX"
"19181",1615,1317,2124,"Warren","IA"
"19185",1573,1170,33,"Wayne","IA"
"31059",1544,1545,38,"Fillmore","NE"
"48223",1907,1553,296,"Hopkins","TX"
"48423",1734,1387,4244,"Smith","TX"
"48231",1908,1571,1427,"Hunt","TX"
"36105",1463,1109,875,"Sullivan","NY"
"48313",1848,1561,99,"Madison","TX"
"51187",1355,1081,2396,"Warren","VA"
"36017",1315,972,543,"Chenango","NY"
"48477",1790,1398,491,"Washington","TX"
"48291",2504,2170,983,"Liberty","TX"
"01103",1436,1268,4217,"Morgan","AL"
"40147",1661,1400,905,"Washington","OK"
"51079",1103,924,920,"Greene","VA"
"42125",1230,933,4773,"Washington","PA"
"01105",NA,NA,NA,"Perry","AL"
"54051",1108,953,392,"Marshall","WV"
